FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	BestX_17	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16	StartX_17
2	finalLog_goTrials_model079_startVal002_started2016-03-29-T114019	SAM_goTrials_model079_startVal002_exit1_started2016-03-29-T114019	2	889.230446885907	04:46:21.60	1	0.417892965132611	2.5430118542638	99.7109966487463	0.459546252094724	0.459847637276054	0.44682081471605	0.2749857093131	0.359922979538355	0.419553981074217	0.0228214980462909	63.2625248757456	0	1	-4.84048150323378e-05	-0.0115674096320624	0	0	42.2733434437585	41.2634911135173	93.28268503323	0.384091257126418	0.320184368784057	0.357260074565165	0.0682091396947129	0.228493054478533	0.377285348894545	0.0535716263891443	54.8398711646286	0	1	-0.000141693887011245	-0.0668892612003471	0	0
19	finalLog_goTrials_model079_startVal019_started2016-03-29-T121222	SAM_goTrials_model079_startVal019_exit1_started2016-03-29-T121222	19	1183.64276322925	02:42:13.23	1	10.4955841708497	11.1147898553553	80.0197166115185	0.337232747023086	0.331862976897101	0.317458246222357	0.146097298632932	0.223482643974673	0.29557646290946	0.037275361878191	56.0982925042201	0	1	-1.0580216069575e-08	-0.013392368390107	0	0	11.5572561364403	16.505480432969	71.857720114562	0.383173122447269	0.317993723217619	0.285300072109397	0.342487797731402	0.28266253716206	0.146550525434205	0.0342218140788501	43.9314953542113	0	1	-2.20305133970264e-05	-0.022518346817741	0	0
1	finalLog_goTrials_model079_startVal001_started2016-03-29-T114028	SAM_goTrials_model079_startVal001_exit1_started2016-03-29-T114028	1	1200.94845954732	04:06:49.01	1	19.4299977006565	20.2671273180236	82.7318362645013	0.307116631952295	0.295301920584318	0.280713489342353	0.169258411700334	0.20503496436268	0.243933025825247	0.0374606634958426	37.0282656967318	0	1	-0.000410795097411609	-0.000652138979336137	0	0	27	25	70	0.3	0.29	0.27	0.21	0.21	0.21	0.03	40	0	1	-0.001	-0.0008	0	0
4	finalLog_goTrials_model079_startVal004_started2016-03-29-T114028	SAM_goTrials_model079_startVal004_exit1_started2016-03-29-T114028	4	1338.76026570094	04:04:23.69	1	0.365782162864915	0.154328378133425	64.9987015833741	0.292061235196933	0.290798356278511	0.264875336288799	0.0805778516207297	0.186895466154634	0.247940680551496	0.00328455840527853	79.4273576641301	0	1	-5.20801352647815e-07	-0.0140562820637986	0	0	0.200253254894137	14.1953011197745	54.6039397904085	0.265009567406453	0.298033257932591	0.191928848191973	0.130341278060455	0.108977108864407	0.159951517132655	0.011622915706645	78.0328270485151	0	1	-0.00048225129877465	-0.0452769285886391	0	0
13	finalLog_goTrials_model079_startVal013_started2016-03-29-T115636	SAM_goTrials_model079_startVal013_exit1_started2016-03-29-T115636	13	1479.68971669015	04:34:46.88	1	15.1714495289472	14.8913706964546	83.4667223863443	0.462089818609481	0.453591133524492	0.442108143406473	0.21457407640961	0.31071808705094	0.408705329654923	0.0505768028390381	79.9695521589062	0	1	-0.00219106877917449	-0.0167717355421209	0	0	26.4540018119232	16.4174695882582	84.749446392305	0.484419117752532	0.392183888546823	0.414070667544302	0.326534071282838	0.388261900268448	0.355872086846605	0.0502735306507394	79.7053856806716	0	1	-0.00341077396223759	-0.115660483427577	0	0
16	finalLog_goTrials_model079_startVal016_started2016-03-29-T115636	SAM_goTrials_model079_startVal016_exit1_started2016-03-29-T115636	16	1666.72397688034	05:23:12.70	1	15.5700844544841	16.6208594227508	97.8746569492729	0.455004034704665	0.473627867146438	0.439677696507253	0.0119477513633911	0.345108007681334	0.412743710399166	0.0466573990304214	67.1835028767974	0	1	-0.00108518285950621	-0.0148438241392633	0	0	54.5395941752266	51.710253154196	81.040782886551	0.414898774955942	0.412159459347586	0.363236228231101	0.0161747056003824	0.276228646252703	0.163915589910417	0.040911660575077	64.19846974255	0	1	-0.00158794463277531	-0.0413966495769016	0	0
5	finalLog_goTrials_model079_startVal005_started2016-03-29-T114419	SAM_goTrials_model079_startVal005_exit1_started2016-03-29-T114419	5	1848.43009551192	04:49:05.48	1	0.843277286933654	0.080200154786613	70.447740546965	0.348754810625395	0.36488589825122	0.338736802259812	0.0328927003295924	0.269043773819574	0.311236312981711	5.12657269387207e-06	65.2288442565048	0	1	-0.00152435474890091	-0.0174737492483189	0	0	20.8211541296276	8.72808041813678	45.3135648439598	0.393351851243367	0.302769484262918	0.288628295135592	0.0596846450513938	0.197281853743556	0.200569471004211	0.04301152580866	9.83525234823289	0	1	-0.00570917899070908	-0.466447937858359	0	0
12	finalLog_goTrials_model079_startVal012_started2016-03-29-T115636	SAM_goTrials_model079_startVal012_exit1_started2016-03-29-T115636	12	1856.66262683202	03:28:53.77	1	3.43271188659697	2.91142844902896	72.017175565552	0.313100097423212	0.284894453006814	0.266937690067546	0.0266991259103366	0.178130376177476	0.257630822635684	0.0328066038374748	42.6794256863988	0	1	-0.000337195028275468	-0.491606753406047	0	0	8.3795358206512	0.625057245022601	61.6007289914311	0.265364923429549	0.229645325820637	0.215786211071668	0.0335566594639599	0.268961823132563	0.211012027936065	0.0458028940548459	39.0500033494228	0	1	-0.00138775185627327	-0.47118592302073	0	0
8	finalLog_goTrials_model079_startVal008_started2016-03-29-T114828	SAM_goTrials_model079_startVal008_exit1_started2016-03-29-T114828	8	1945.10980982659	03:58:04.90	1	25.5864961468908	25.3503539870362	95.3192355172545	0.39341553597528	0.351708315587522	0.338482477930003	0.0578288048347572	0.269241891357499	0.329562219436603	0.0513942378153096	43.9338169038581	0	1	-0.000147390926599799	-0.425655386040405	0	0	35.7620937014642	38.3307292232258	70.448105071011	0.290813301450592	0.35632513718126	0.305418566606156	0.390642120870259	0.131145713993654	0.230405608565011	0.0382821725424091	22.8010917901577	0	1	-0.000512956820317679	-0.305666159774474	0	0
18	finalLog_goTrials_model079_startVal018_started2016-03-29-T121219	SAM_goTrials_model079_startVal018_exit1_started2016-03-29-T121219	18	2020.80358215687	03:00:52.02	1	16.2623641784987	17.5520046374983	71.6446877010145	0.312535243916599	0.273584055710761	0.253883193588291	0.041553270745653	0.167522538249093	0.247534382613263	0.0399444631330643	62.7780278626652	0	1	-1.32746777035744e-05	-0.400994679390364	0	0	25.0365933491071	26.8943134558717	61.9888042371093	0.213090345136875	0.305654220678903	0.396333819769732	0.0566063380072964	0.10705089736829	0.159845790417016	0.0475541151388506	56.1679133952075	0	1	-0.00204854987328826	-0.138836874365448	0	0
