subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,ve_1,ve_2,ve_3,ve_4,eta,t0,se,si,k,wliw,wlib,wffiw
3,478,go,32.9577110065884,14.5127525190187,73.3166064223215,0.311814483363771,0.266448038351339,0.22806709400692,0.227038168860928,0.18547298909856,0.0983203763665809,0.206841357569114,0.165317018365175,0.0523382607319762,81.7506603237644,0,1,-0.00148553681846835,0,0,0
3,478,stop,9.30687201790301,,15.5411430553402,0.138361427433492,,,,NaN,,,,0.0582730568614216,10.0662873240551,0,1,-4.13138598034648e-05,0,-0.459735584342255,0
