subject,model,unit,z0,zc,v_1,v_2,v_3,ve_1,ve_2,ve_3,eta,t0,se,si,k,wliw,wlib,wffiw
1,43,go,0.12624470267256,56.8228333810241,0.181898497208686,0.158234416900651,0.12762253730167,0.0357000884070653,0.11268414820275,0.130232730414652,0.000889848432106585,37.9564493342655,0,1,-4.12872520787521e-05,0,0,0
