subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,352,go,5.66423819667981,126.326889259314,0.48344851230476,0.529089560415779,0.457722187721303,0.496486507814092,0.43439933755073,0.413838070536756,0.244277218753614,0.298539387903476,0.302758905706006,0.348266362838133,0.344744136113467,0.405879538138187,0.117131554773148,52.9463620183095,0,1,-0.000197499116748342,0,0,0
2,352,stop,0.282472075554434,3.53209787623093,0.019241223039931,,,,,,NaN,,,,,,0.0528224981749834,31.4056938394098,0,1,-0.000859096198880554,0,-0.284879998134542,0
