subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,352,go,5.64856918411176,126.803206665853,0.483405373763851,0.52755077273742,0.458221786287092,0.490715327153886,0.430924780509976,0.412294237112705,0.233620290867875,0.286573557263599,0.287179645493978,0.350574648524178,0.350167359710006,0.408101117935704,0.113309037115452,52.7087426475582,0,1,-0.000176361222970075,0,0,0
2,352,stop,0.230742168742095,4.43144053041502,0.0177098302435909,,,,,,NaN,,,,,,0.0564881109101349,37.5418894956951,0,1,-0.00132926278842593,0,-0.204306068138616,0
