FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	BestX_17	BestX_18	BestX_19	BestX_20	BestX_21	BestX_22	BestX_23	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16	StartX_17	StartX_18	StartX_19	StartX_20	StartX_21	StartX_22	StartX_23
1	finalLog_goTrials_model478_startVal001_started2016-05-27-T224323	SAM_goTrials_model478_startVal001_exit1_started2016-05-27-T224323	1	778.034426910958	02:15:29.90	1	15.8459282581318	20.9679639065176	86.8504598523725	0.33446614755833	0.367627602194848	0.315410259724915	0.328469806985998	0.295248013305713	0.267817137481518	0.134106462238618	0.179691236232425	0.186476876884022	0.24360416182995	0.2229760388728	0.276350784419223	0.0577999907063061	76.7204139671262	0	1	-0.000432785947591822	0	0	-0.00239185814927745	16.0497868545026	21.0624060563468	86.6438430875512	0.333701488238141	0.367964788532132	0.315777043128571	0.328950583882734	0.296447185882326	0.266303106321901	0.107448544004205	0.182556541710725	0.186468193654434	0.240846888582803	0.225993797972806	0.272208591717856	0.0569582278399791	77.4452717662782	0	1	-0.000456651431352689	0	0	-0.00371270361508702
4	finalLog_goTrials_model478_startVal004_started2016-05-27-T224341	SAM_goTrials_model478_startVal004_exit1_started2016-05-27-T224341	4	953.731987494851	03:02:59.78	1	5.5563104951019	15.1435195047191	100.333746943079	0.414722301682882	0.439435601768724	0.377712496184762	0.411901658431753	0.341641136739981	0.31433089889647	0.0978492694354879	0.00229862547345794	0.182364301105113	0.258811282255123	0.234822746590702	0.332009332228022	0.0999676968758094	87.0951327117658	0	1	-7.52937481414764e-06	0	0	-0.000659829342462892	25.7778457132179	40.9652319560679	51.4102756139819	0.248547368981824	0.21273116797666	0.248488972689368	0.567578389276299	0.354083248369282	0.282745862213312	0.201085839721038	0.139950151888291	0.23454862157306	0.262477780325294	0.225045954204628	0.454146859073479	0.109537344576647	61.5084044941177	0	1	-0.00334934100234856	0	0	-0.204498490588947
2	finalLog_goTrials_model478_startVal002_started2016-05-27-T224547	SAM_goTrials_model478_startVal002_exit1_started2016-05-27-T224547	2	983.950492142622	03:11:20.93	1	0.790436074985776	0.45472564856341	88.0467792742154	0.411431366136035	0.467959042482098	0.38290508356608	0.426139443532074	0.355901947849103	0.329937546115833	0.131487863976395	0.149481162704325	0.154937666983599	0.301155534145641	0.278955255814344	0.335409229316173	0.0970940184175164	93.5942041635082	0	1	-0.000572634968831582	0	0	-0.0736748001479555	9.6252828219227	5.81134469948212	30.2228444525371	0.401694979092946	0.345680176663979	0.415097547604234	0.339983590163918	0.570032133867625	0.428689240747776	0.169399932691053	0.0455942427347996	0.221185130133696	0.29194959994238	0.321567441310206	0.463561407567783	0.0802327606352428	117.641414976152	0	1	-0.00120513316023579	0	0	-0.917031584529096
9	finalLog_goTrials_model478_startVal009_started2016-05-27-T225438	SAM_goTrials_model478_startVal009_exit1_started2016-05-27-T225438	9	1046.4337184934	03:26:52.08	1	2.68577163966213	1.16375346523898	103.287120812116	0.426099216912715	0.492161739964375	0.410674507138147	0.454844142587502	0.395915759336572	0.393439271417761	0.0369076335399818	0.135171420476804	0.283279475421596	0.300037937544947	0.311135655579687	0.37896590082145	0.107681612461284	63.3239331182874	0	1	-1.5505425968918e-05	0	0	-0.171500161511012	3.33056355269938	19.5639454144024	104.624074033722	0.448591005573345	0.489129232636135	0.600695061694589	0.495840853750263	0.29802567840301	0.43707428120887	0.0216721686476905	0.151575120052352	0.215569509065891	0.08422956424511	0.267558362361982	0.54411719399207	0.0631047443752653	23.0171140077752	0	1	-0.000445435777503169	0	0	-0.377687821951733
7	finalLog_goTrials_model478_startVal007_started2016-05-27-T224443	SAM_goTrials_model478_startVal007_exit1_started2016-05-27-T224443	7	1053.01446688231	03:07:20.46	1	5.03735530774425	0.626047012902126	63.5226330980935	0.298218527192427	0.375832164824517	0.314964259527728	0.352653599450427	0.309615327992948	0.305008398478332	0.116926626029173	0.284573462924189	0.248099817328991	0.28713036516554	0.274638574651824	0.302543011377802	0.0246190211020934	48.5927047804039	0	1	-0.00106428910112219	0	0	-0.292993139324569	4.31433256322482	4.98605447062646	57.5136506153544	0.536749686953511	0.493388026407507	0.233078450014146	0.571211448304148	0.231363707531202	0.276862849610085	0.0811984245240786	0.244940044767569	0.0722953226074901	0.171198567131825	0.235982811350702	0.380335696762511	0.0803075403813612	13.739815438168	0	1	-0.00315790643527084	0	0	-0.426369430404418
10	finalLog_goTrials_model478_startVal010_started2016-05-27-T225433	SAM_goTrials_model478_startVal010_exit1_started2016-05-27-T225433	10	1071.43216684822	04:09:18.80	1	1.45707483579397	1.77331882563053	49.7826627242926	0.262061551310835	0.316205112162703	0.262603264422398	0.281751343335964	0.247726572865321	0.227883503853022	0.166408087285748	0.100448221609098	0.156490491037294	0.198471572326222	0.188045189303243	0.224424505800346	0.00126166279108699	113.302967348648	0	1	-0.0026202895100544	0	0	-0.00075514846085456	15.647163792398	25.3692861139202	39.1494626812652	0.288579376628138	0.39102433713878	0.13810612076094	0.327696815835418	0.275600985160953	0.195166418391779	0.147319627535627	0.0645720954082524	0.0660558931091851	0.0404013470089208	0.252337860480712	0.378262849698295	0.000148156176740201	90.2191416275056	0	1	-0.00296127714678578	0	0	-0.481591072928653
6	finalLog_goTrials_model478_startVal006_started2016-05-27-T224339	SAM_goTrials_model478_startVal006_exit1_started2016-05-27-T224339	6	1164.47819531129	03:19:45.77	1	16.6959548627822	31.8887313077143	78.8380488142324	0.281585554799171	0.292840632860138	0.25759755989267	0.258942327841521	0.264545392781529	0.225113526554249	0.117158696855269	0.173654657744582	0.113075854225474	0.196447040792353	0.189279251800618	0.251088348314408	0.0397127255324446	51.7178907341466	0	1	-4.89295203934259e-06	0	0	-0.128875505654918	21.3541170931222	45.7522902723973	75.0946624145847	0.146505472945437	0.189895841806453	0.288888319520851	0.526921110491892	0.430732474331932	0.0569576262577504	0.0621535806288036	0.111411769553849	0.162475720754002	0.151306117513731	0.250088290094172	0.132944020487359	0.0723927611552185	36.9571857907497	0	1	-0.00016029326141702	0	0	-0.542926748462829
3	finalLog_goTrials_model478_startVal003_started2016-05-27-T224334	SAM_goTrials_model478_startVal003_exit1_started2016-05-27-T224334	3	1188.82442789593	03:08:35.00	1	0.0252963587435905	0.0103909704288068	67.5888878566784	0.339494373061876	0.415838927637802	0.328779556460129	0.374841013256388	0.31277328500249	0.322152247272388	0.118473076082525	0.169635890573592	0.177451537581706	0.256609587293871	0.253705007208559	0.299810663667503	0.0709089726719031	129.327217318733	0	1	-0.00024921933860124	0	0	-0.238414806593493	4.14630290879815	33.5293113781265	54.7755785344363	0.264996496453334	0.612132546620429	0.573243148766653	0.365193115885807	0.528510900955737	0.120961054018448	0.0833882512738605	0.330675735069136	0.111436691358259	0.0506457902288736	0.397304092989068	0.329450070745049	0.103971255707346	132.126405507517	0	1	-0.00167683413795734	0	0	-0.474695164874114
8	finalLog_goTrials_model478_startVal008_started2016-05-27-T224331	SAM_goTrials_model478_startVal008_exit1_started2016-05-27-T224331	8	2442.54687843223	02:15:16.48	1	8.9327987714947	36.5009502089319	72.0507193769728	0.306464748373497	0.298294699418134	0.300400495980177	0.241694094301726	0.26149447201283	0.142714741711553	0.0988158038343725	0.119693043292428	0.067046813708318	0.148208816319468	0.0188492966254968	0.217915673738465	0.088706972348944	119.327089830476	0	1	-1.70572263310841e-05	0	0	-0.0216967658277842	8.65676677477798	45.7175133223161	51.1006681795391	0.347016770743248	0.196993770032087	0.442850261817096	0.392930416220499	0.122811933029451	0.251987514639814	0.0890481836004278	0.114777799989818	0.10868486180916	0.0793405345032021	0.00288205833097584	0.412643146358658	0.0941844511512871	99.9589902756882	0	1	-0.000478073351537503	0	0	-0.086265057687083
5	finalLog_goTrials_model478_startVal005_started2016-05-27-T224336	SAM_goTrials_model478_startVal005_exit1_started2016-05-27-T224336	5	2443.0561668484	03:41:04.74	1	11.1712049818998	21.2806885949291	71.3250602437999	0.357902766741557	0.388508809912218	0.324844670836414	0.328991494831358	0.273970347837309	0.237528471127177	0.0045049958614084	0.182093123729615	0.139130251923374	0.118924174147882	0.0702674338409459	0.249647062203214	0.113897834404667	142.661170132831	0	1	-4.89315509233567e-05	0	0	-0.206977192080384	5.65326384788292	42.509856385742	51.976068526346	0.468218433065461	0.182279239757098	0.596016511569494	0.137004763533486	0.499151994159457	0.333328818687405	0.0030576152672831	0.219944215639743	0.2733337720347	0.183191064096121	0.0190011237962336	0.473397901997388	0.102098328792478	124.583193271209	0	1	-0.00245388918934324	0	0	-0.384028565342965
