subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
1,79,go,49.3666048407965,13.1719942786787,54.2714978097257,0.389837348922919,0.36766587293375,0.347501960030364,,,,0.265618919334239,0.282673795978468,0.30468702508506,,,,5.28629664576441e-05,81.0528590272201,0,1,-0.0063872378101456,0,0,0
1,79,stop,12.8529460415356,,13.1748923971725,0.369943039178439,,,,,,NaN,,,,,,0.0579734375733351,26.6620619416727,0,1,-0.00274713668336287,0,-0.451415587021733,0
1,352,go,52.5809824728959,,105.403733830533,0.285452056614007,0.251293391489087,0.249775389823833,0.222060945637336,0.219850640683456,0.193992510640092,0.0457786028906091,0.0962831606102443,0.0801938982334026,0.127022499204336,0.123838005562636,0.162306739682788,0.0588518110960696,34.5333660303443,0,1,-8.91047739135474e-06,0,0,0
1,352,stop,0.372992089923063,,7.37825700291691,0.186023392015628,,,,,,NaN,,,,,,0.00229828209393907,22.1665139439686,0,1,-2.91448933336519e-06,0,-0.187796775761164,0
1,478,go,52.5843066168011,36.8771552232138,99.7656707451089,0.309559306501839,0.303169557125853,0.276481793757497,0.273373111043289,0.247980230455772,0.241129626774602,0.118495434387544,0.131577098277922,0.144235254702688,0.153740807826107,0.174277368704011,0.191282400844282,0.0649695878363469,41.6272496870488,0,1,-0.0006575982744634,0,0,0
1,478,stop,6.48235092746082,,7.5371480501948,0.268923248538161,,,,,,NaN,,,,,,0.00232137922669144,37.0597834886016,0,1,-0.00131444636239671,0,-0.387054062332803,0
2,79,go,5.69723499901254,14.766454052419,191.028816762308,1.42049010807456,1.3698774981285,1.30551527879254,,,,1.05202941656029,1.17301068160682,1.24984227592596,,,,0.172122252815116,35.1344181135341,0,1,-0.00556127541507113,0,0,0
2,79,stop,2.6591601006865,,2.81452621377165,0.0111414395338376,,,,,,NaN,,,,,,0.0501105057113785,29.3654034475641,0,1,-0.000732409908927617,0,-0.361154244511118,0
2,352,go,7.83096493117021,,87.7401319879391,0.513299322010959,0.561728529638882,0.48339038223225,0.512025765143758,0.446146775279931,0.412233952318773,0.190104579892636,0.292711564884883,0.2551910879281,0.33729125070537,0.328026292421561,0.420944990062568,0.16389772379158,101.358723920947,0,1,-0.00122849384546915,0,0,0
2,352,stop,1.09038554262142,,2.57831628356715,0.0414759452892992,,,,,,NaN,,,,,,0.053773744482153,28.9619864202745,0,1,-0.00125690040950694,0,-0.255674869201372,0
2,478,go,5.10547580222541,6.24441259822202,90.0826617721604,0.407608599676142,0.448219709280729,0.386729786970785,0.411714768474054,0.359015996642577,0.334407792344959,0.171402077161048,0.219821893419001,0.208441599246705,0.278611662420815,0.267525663755239,0.328732823664471,0.11758912029567,69.2743961568895,0,1,-0.000157441984207663,0,0,0
2,478,stop,2.04161258757788,,3.08317696744918,0.0640679485779927,,,,,,NaN,,,,,,0.0520571284292689,24.1405413116282,0,1,-0.00269719824033741,0,-0.180259229903427,0
