subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
1,79,go,35.4692795159292,24.523465066373,74.027962893871,0.278869947187568,0.265916706646411,0.245332903284057,,,,0.126969665055072,0.165741541202938,0.199145614861771,,,,0.0347705253806084,53.4355528065783,0,1,-0.000552523306023636,-0.00193719827053568,0,0
1,79,stop,8.10883607149612,,17.8276034288495,0.393254914717122,,,,,,NaN,,,,,,0.0493748807454053,11.0425488209535,0,1,-0.00323975079277775,NaN,-0.323462344381844,0
1,352,go,27.9391239154493,,69.035414993934,0.253021918867019,0.228640124452514,0.23054069328211,0.208664200352043,0.210066901293378,0.18654386560331,0.107569109079192,0.118473713491524,0.113008531545655,0.139343251562117,0.139527993637003,0.164024629239434,0.0319673739907858,36.4029093534209,0,1,-0.00139355135768108,-4.2449736138539e-05,0,0
1,352,stop,0.783332048485143,,3.77550512871376,0.0814012164604511,,,,,,NaN,,,,,,0.0522488838734604,31.4607839586935,0,1,-0.00094391698982732,NaN,-0.313187510198417,0
1,478,go,25.8410430820998,10.9847878346785,67.8990345068145,0.237031375314005,0.241961560943618,0.215999533765378,0.216602894283754,0.195595506379363,0.191770568196427,0.115840761547524,0.104384348683868,0.120069593987529,0.12715657637383,0.143201141735979,0.152613066481038,0.035073555446756,29.5448923748964,0,1,-0.00122847586845237,-2.88246624787769e-05,0,0
1,478,stop,2.70304589990666,,3.96434932441432,0.113611473125959,,,,,,NaN,,,,,,0.0661192624532048,36.5943436595483,0,1,-3.6559155788948e-05,NaN,-0.508781328194414,0
2,79,go,5.7190356212763,6.766859018813,91.1125822585226,0.472612543686524,0.493777227822763,0.489749428280325,,,,0.326499242441139,0.415222743873025,0.476986226173887,,,,0.0184154823560952,43.2769950168134,0,1,-1.73454152602639e-05,-0.01147709112294,0,0
2,79,stop,2.97842332980713,,3.13047729530696,0.0116314325753535,,,,,,NaN,,,,,,0.0483966652796231,28.8745709870798,0,1,-0.00273903960190945,NaN,-0.343687548897929,0
2,352,go,2.5761108954619,,49.1932320899527,0.234590393507127,0.271218957425156,0.224094740128417,0.256689906150058,0.213483502601448,0.22213558017388,0.0699159326660545,0.0768990510844174,0.13961778988005,0.168229138638093,0.174585497159056,0.211824433162284,0.00457113698426115,70.5044817132384,0,1,-4.1318740864554e-05,-0.0624343724547529,0,0
2,352,stop,4.62605614312789,,6.61053718184662,0.140969685302402,,,,,,NaN,,,,,,0.0564229075509824,14.4211317538065,0,1,-0.00146115391401832,NaN,-0.0436297382598732,0
2,478,go,17.4701307184971,11.0746121940832,50.5118876384045,0.311897735107397,0.408644097176349,0.303924324866688,0.409464620046548,0.297513799254664,0.358441644896236,0.15846919617598,0.129553980426289,0.2389934036943,0.238571739497674,0.299138969846619,0.295595858306137,0.0310868446777752,105.46727605778,0,1,-0.00151187907680025,-0.0186707599541505,0,0
2,478,stop,2.57114037510009,,3.31862601042457,0.0444958198788224,,,,,,NaN,,,,,,0.0406978925742513,30.4160846755261,0,1,-0.00140845739041317,NaN,-0.220596187154419,0
