FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	BestX_17	BestX_18	BestX_19	BestX_20	BestX_21	BestX_22	BestX_23	BestX_24	BestX_25	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16	StartX_17	StartX_18	StartX_19	StartX_20	StartX_21	StartX_22	StartX_23	StartX_24	StartX_25
2	finalLog_stopTrials_model245_startVal002_started2016-05-01-T000511	SAM_stopTrials_model245_startVal002_exit1_started2016-05-01-T000511	2	416.640690231736	03:52:57.06	1	19.6440744459261	6.8367108643391	0.360232550140826	104.322904452161	0.377501722396649	0.537072585795299	0.518535127751095	0.493520962066437	0.599915307310713	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0324727685852799	59.0407280348881	2.784230767839	0.394338887862793	0	1	-0.00234749392811042	-7.99145599316049e-06	0	0	-0.534950233805543	-0.998055705631887	19.6440744459261	6.8367108643391	2.06908985094413	104.322904452161	2.90263650032083	0.537072585795299	0.518535127751095	0.493520962066437	0.342733697606062	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0259258512752022	59.0407280348881	2.784230767839	3.09114033589351	0	1	-0.00234749392811042	-0.00215950913851994	0	0	-0.207961787800685	-0.998055705631887
12	finalLog_stopTrials_model245_startVal012_started2016-05-01-T003705	SAM_stopTrials_model245_startVal012_exit1_started2016-05-01-T003705	12	416.741362628853	04:50:27.07	1	19.6440744459261	6.8367108643391	0.130475179718711	104.322904452161	0.145286376936377	0.537072585795299	0.518535127751095	0.493520962066437	0.599917663026877	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.012541020734658	59.0407280348881	2.784230767839	0.0367969428998866	0	1	-0.00234749392811042	-0.00344264796721211	0	0	-0.549236301755367	-0.998055705631887	19.6440744459261	6.8367108643391	4.24118220374705	104.322904452161	6.26857302682567	0.537072585795299	0.518535127751095	0.493520962066437	0.534151073022568	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.00343918053289674	59.0407280348881	2.784230767839	7.63617650159476	0	1	-0.00234749392811042	-0.000863939548714633	0	0	-0.0416412803373828	-0.998055705631887
13	finalLog_stopTrials_model245_startVal013_started2016-05-01-T003613	SAM_stopTrials_model245_startVal013_exit1_started2016-05-01-T003613	13	416.777249229632	05:35:18.60	1	19.6440744459261	6.8367108643391	0.127799243927455	104.322904452161	0.139271867827788	0.537072585795299	0.518535127751095	0.493520962066437	0.599542427927713	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0126768078438001	59.0407280348881	2.784230767839	0.0368580515425437	0	1	-0.00234749392811042	-0.00389353168769349	0	0	-0.549633498193021	-0.998055705631887	19.6440744459261	6.8367108643391	1.26230781871835	104.322904452161	3.76676647343774	0.537072585795299	0.518535127751095	0.493520962066437	0.302495211920569	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.00380550249369862	59.0407280348881	2.784230767839	10.2677393993775	0	1	-0.00234749392811042	-0.00140983590739956	0	0	-0.215959341694917	-0.998055705631887
5	finalLog_stopTrials_model245_startVal005_started2016-05-01-T001004	SAM_stopTrials_model245_startVal005_exit1_started2016-05-01-T001004	5	416.867744676841	05:48:50.74	1	19.6440744459261	6.8367108643391	0.052282186972579	104.322904452161	0.0665212743145011	0.537072585795299	0.518535127751095	0.493520962066437	0.59917185955019	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.00722728708648751	59.0407280348881	2.784230767839	0.001513052124546	0	1	-0.00234749392811042	-0.00489049428381804	0	0	-0.549007063532441	-0.998055705631887	19.6440744459261	6.8367108643391	0.00305203845372082	104.322904452161	0.43164320638825	0.537072585795299	0.518535127751095	0.493520962066437	0.189311374533182	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0125124848942473	59.0407280348881	2.784230767839	4.49152646105122	0	1	-0.00234749392811042	-0.00599052199952884	0	0	-0.161254455099992	-0.998055705631887
8	finalLog_stopTrials_model245_startVal008_started2016-05-01-T001805	SAM_stopTrials_model245_startVal008_exit1_started2016-05-01-T001805	8	416.944286756014	05:28:01.64	1	19.6440744459261	6.8367108643391	0.191887921828827	104.322904452161	0.206425838428695	0.537072585795299	0.518535127751095	0.493520962066437	0.599992495440797	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0478818623359864	59.0407280348881	2.784230767839	0.000515628809465984	0	1	-0.00234749392811042	-0.000567449837840106	0	0	-0.540524936342095	-0.998055705631887	19.6440744459261	6.8367108643391	1.38344244583273	104.322904452161	4.74749210394231	0.537072585795299	0.518535127751095	0.493520962066437	0.338734096430142	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0584836482156909	59.0407280348881	2.784230767839	2.82967589971417	0	1	-0.00234749392811042	-0.00196802351681638	0	0	-0.203029509419344	-0.998055705631887
6	finalLog_stopTrials_model245_startVal006_started2016-05-01-T001727	SAM_stopTrials_model245_startVal006_exit1_started2016-05-01-T001727	6	417.027551980168	03:44:13.08	1	19.6440744459261	6.8367108643391	0.00115642592655174	104.322904452161	0.035429379710365	0.537072585795299	0.518535127751095	0.493520962066437	0.599865648855317	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0214628335550209	59.0407280348881	2.784230767839	0.131414893884914	0	1	-0.00234749392811042	-0.00409045976050558	0	0	-0.544819988741178	-0.998055705631887	19.6440744459261	6.8367108643391	1.40436792329775	104.322904452161	2.39168613697325	0.537072585795299	0.518535127751095	0.493520962066437	0.26259804496073	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.00992004422564592	59.0407280348881	2.784230767839	9.48825845116694	0	1	-0.00234749392811042	-0.00305102326167464	0	0	-0.515225047133271	-0.998055705631887
15	finalLog_stopTrials_model245_startVal015_started2016-05-01-T004244	SAM_stopTrials_model245_startVal015_exit1_started2016-05-01-T004244	15	417.051125093702	04:43:54.40	1	19.6440744459261	6.8367108643391	0.0541474438556497	104.322904452161	0.0680077663011247	0.537072585795299	0.518535127751095	0.493520962066437	0.599816113422375	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.000257877449472242	59.0407280348881	2.784230767839	0.0138641461165417	0	1	-0.00234749392811042	-0.00182941095003538	0	0	-0.539687571803872	-0.998055705631887	19.6440744459261	6.8367108643391	4.21027226392899	104.322904452161	6.20531579770491	0.537072585795299	0.518535127751095	0.493520962066437	0.332709640130121	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.00170545877442655	59.0407280348881	2.784230767839	4.10132575360108	0	1	-0.00234749392811042	-0.00267631944653175	0	0	-0.54338476663617	-0.998055705631887
18	finalLog_stopTrials_model245_startVal018_started2016-05-01-T004640	SAM_stopTrials_model245_startVal018_exit1_started2016-05-01-T004640	18	417.201881882514	05:14:26.93	1	19.6440744459261	6.8367108643391	0.328069652430371	104.322904452161	0.33519265225723	0.537072585795299	0.518535127751095	0.493520962066437	0.599158348599161	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0547785761196381	59.0407280348881	2.784230767839	0.022640269156628	0	1	-0.00234749392811042	-0.00325143441951756	0	0	-0.54832071760653	-0.998055705631887	19.6440744459261	6.8367108643391	3.29206716674856	104.322904452161	6.92648385989625	0.537072585795299	0.518535127751095	0.493520962066437	0.489888409539073	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0586378507690812	59.0407280348881	2.784230767839	12.0148901470984	0	1	-0.00234749392811042	-0.00238951019925526	0	0	-0.0844358901391645	-0.998055705631887
20	finalLog_stopTrials_model245_startVal020_started2016-05-01-T002917	SAM_stopTrials_model245_startVal020_exit1_started2016-05-01-T002917	20	417.222580643146	04:53:59.90	1	19.6440744459261	6.8367108643391	0.321569496483058	104.322904452161	0.329779755682265	0.537072585795299	0.518535127751095	0.493520962066437	0.599941412183962	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.059974690342568	59.0407280348881	2.784230767839	0.175550287590748	0	1	-0.00234749392811042	-0.00390364956267001	0	0	-0.5450629218721	-0.998055705631887	19.6440744459261	6.8367108643391	0.370222051934984	104.322904452161	0.903899918227128	0.537072585795299	0.518535127751095	0.493520962066437	0.28574107389252	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0398635205873029	59.0407280348881	2.784230767839	30.219250999268	0	1	-0.00234749392811042	-0.00315803364343151	0	0	-0.392932614199224	-0.998055705631887
19	finalLog_stopTrials_model245_startVal019_started2016-05-01-T004642	SAM_stopTrials_model245_startVal019_exit1_started2016-05-01-T004642	19	417.290909615911	05:49:42.94	1	19.6440744459261	6.8367108643391	0.794997431186822	104.322904452161	0.806203787247891	0.537072585795299	0.518535127751095	0.493520962066437	0.599727326148941	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.0213317534040976	59.0407280348881	2.784230767839	0.0174238176161029	0	1	-0.00234749392811042	-0.00281285349607632	0	0	-0.531442403782342	-0.998055705631887	19.6440744459261	6.8367108643391	2.55411884844843	104.322904452161	2.67163134545587	0.537072585795299	0.518535127751095	0.493520962066437	0.391342305587404	0.0199998416887441	0.0163516523118759	0.00188655852257696	0.0364366534706049	0.00134487180720834	59.0407280348881	2.784230767839	2.14612368220023	0	1	-0.00234749392811042	-0.00127456259118619	0	0	-0.0306938616810427	-0.998055705631887
