subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,ve_1,ve_2,ve_3,eta,t0,se,si,k,wliw,wlib,wffiw
1,79,go,24.4647970623499,10.4438498745308,68.8650196267037,0.229098124760737,0.207064034103865,0.187725812279399,0.101095352185051,0.127471615746673,0.14990962914052,0.028055539894182,28.2656787798562,0,1,-0.000813377759966756,-0.000499226090721727,0,0
