subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,ve_1,ve_2,ve_3,eta,t0,se,si,k,wliw,wlib,wffiw
1,79,go,24.5734998567444,10.5340662847224,68.8328170189888,0.229861027320861,0.207465650199007,0.187859347959913,0.102030257444815,0.126013857452207,0.149205080426548,0.0275555036052765,36.894756380511,0,1,-0.000810583610442023,-0.000489628763300498,0,0
