subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,352,go,5.93028851703733,126.806174797033,0.48395798694559,0.530474405668513,0.456431803055478,0.497284098727635,0.433736784755224,0.415122135567322,0.24740665075328,0.301253059010846,0.303124269490557,0.352949749953663,0.34580038828378,0.405485096775287,0.117316821602161,53.4656336090957,0,1,-0.000201737283386532,0,0,0
2,352,stop,0.487728127557843,3.89234227877564,0.0296676767646963,,,,,,NaN,,,,,,0.0521075241197783,28.7065666937763,0,1,-0.00129878958266248,0,-0.255230164047677,0
