subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,352,go,5.46870762774085,127.258110629923,0.485549397507414,0.529896488677965,0.455965191224914,0.493298463776422,0.431257092170772,0.415194142594294,0.233066296284726,0.272183255167369,0.289122340951241,0.352272278039671,0.3480596647153,0.404271452472558,0.114712694860591,51.5775225573363,0,1,-0.000169771258636533,0,0,0
2,352,stop,0.54300366328236,4.69363374402301,0.0290123217449871,,,,,,NaN,,,,,,0.0562796834400739,35.5311245818974,0,1,-0.00187721711691517,0,-0.196219110806463,0
