subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,ve_1,ve_2,ve_3,ve_4,eta,t0,se,si,k,wliw,wlib,wffiw
1,352,go,50.0082836609498,119.780089697249,0.253234161979264,0.357924243523646,0.235991893487884,0.263912263926912,0.143552498187912,0.167709524880526,0.165412090185105,0.210398025287968,0.0326929608491791,24.4506100635299,0,1,-0.000945813764888469,0,0,0
1,352,stop,0.892017640682543,37.8616658775119,0.767992718623841,,,,NaN,,,,0.0410470264285968,7.00918524686688,0,1,-0.000480842342133087,0,-0.0473135997982953,0
