subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,ve_1,ve_2,ve_3,ve_4,eta,t0,se,si,k,wliw,wlib,wffiw
1,352,go,50.1765966898149,120.171657898609,0.250216270337839,0.357656424752194,0.234932548554227,0.264965280511603,0.143489654362477,0.173677662379216,0.166577957219186,0.207688946616784,0.0329697918790992,23.1620107439809,0,1,-0.000957907034216691,0,0,0
1,352,stop,0.992072889130905,39.7611717800933,0.75299111680999,,,,NaN,,,,0.0429928040233465,7.4382579212785,0,1,-0.000405205288231961,0,-0.0381659759206449,0
