subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,352,go,7.94401449499408,88.069584535827,0.514728920826075,0.565735443547898,0.480475380134828,0.513287172269377,0.446001068876739,0.414022365469998,0.173831894913779,0.254511190530797,0.251014833877237,0.340148214522474,0.330156618031682,0.419593447808761,0.16296642004891,100.933553002761,0,1,-0.00122841496897689,-3.54360152332589e-10,0,0
2,352,stop,1.52599711883562,3.00211498230666,0.0339098369099496,,,,,,NaN,,,,,,0.0617349036311684,33.7912092414881,0,1,-0.000855125674410696,NaN,-0.202841780010351,0
