FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	BestX_17	BestX_18	BestX_19	BestX_20	BestX_21	BestX_22	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16	StartX_17	StartX_18	StartX_19	StartX_20	StartX_21	StartX_22
10	finalLog_stopTrials_model079_startVal010_started2017-04-22-T223719	SAM_stopTrials_model079_startVal010_exit1_started2017-04-22-T223719	10	322.701078563333	03:09:57.34	1	34.6066250695454	21.0041503612694	16.4322599667119	73.1767897488735	18.2080168695572	0.315730020813101	0.280228922614548	0.149296079327581	0.12084575420915	0.227547179495974	0.0237385262884375	0.0589821459690667	83.8683422775861	31.9733106557737	0	1	-0.000680836337794378	-0.000114823874685456	-0.00711621228344972	0	-0.49365750028698	0	34.6066250695454	21.0041503612694	23.8543614094886	73.1767897488735	25.3397262027751	0.315730020813101	0.280228922614548	0.202328927392805	0.12084575420915	0.227547179495974	0.0237385262884375	0.0474792349298018	83.8683422775861	28.9800965236675	0	1	-0.000680836337794378	-0.00222298997063481	-0.00711621228344972	0	-0.426511495665191	0
2	finalLog_stopTrials_model079_startVal002_started2017-04-22-T221937	SAM_stopTrials_model079_startVal002_exit1_started2017-04-22-T221937	2	325.198387659598	03:15:10.03	1	34.6066250695454	21.0041503612694	16.3514224155257	73.1767897488735	19.1253923956976	0.315730020813101	0.280228922614548	0.15913043342127	0.12084575420915	0.227547179495974	0.0237385262884375	0.0517402265876177	83.8683422775861	24.0424891543812	0	1	-0.000680836337794378	-0.000195962076376428	-0.00711621228344972	0	-0.149718275047155	0	34.6066250695454	21.0041503612694	17.3438143533478	73.1767897488735	18.9919458453814	0.315730020813101	0.280228922614548	0.135587543075218	0.12084575420915	0.227547179495974	0.0237385262884375	0.0441605619693071	83.8683422775861	28.8512138086749	0	1	-0.000680836337794378	-0.000698684171889129	-0.00711621228344972	0	-0.144785186331548	0
7	finalLog_stopTrials_model079_startVal007_started2017-04-22-T223325	SAM_stopTrials_model079_startVal007_exit1_started2017-04-22-T223325	7	327.064982837233	03:14:09.85	1	34.6066250695454	21.0041503612694	8.91626086118135	73.1767897488735	16.4901353875975	0.315730020813101	0.280228922614548	0.175855017839156	0.12084575420915	0.227547179495974	0.0237385262884375	0.0587778696361869	83.8683422775861	30.6071707677385	0	1	-0.000680836337794378	-0.000438003444122582	-0.00711621228344972	0	-0.345532464329905	0	34.6066250695454	21.0041503612694	8.47368310723975	73.1767897488735	21.1947735343245	0.315730020813101	0.280228922614548	0.217295790515114	0.12084575420915	0.227547179495974	0.0237385262884375	0.0523997729968546	83.8683422775861	34.3540428913288	0	1	-0.000680836337794378	-0.00134181798901103	-0.00711621228344972	0	-0.318584060508011	0
1	finalLog_stopTrials_model079_startVal001_started2017-04-22-T221619	SAM_stopTrials_model079_startVal001_exit1_started2017-04-22-T221619	1	330.550277850965	03:19:39.37	1	34.6066250695454	21.0041503612694	12.9600557021589	73.1767897488735	14.7950058880957	0.315730020813101	0.280228922614548	0.119955466225726	0.12084575420915	0.227547179495974	0.0237385262884375	0.00254640588633506	83.8683422775861	10.9307637822629	0	1	-0.000680836337794378	-0.00106054573231624	-0.00711621228344972	0	-0.33911083475975	0	34.6066250695454	21.0041503612694	9.86336710582584	73.1767897488735	14.6415777984267	0.315730020813101	0.280228922614548	0.119685673294993	0.12084575420915	0.227547179495974	0.0237385262884375	0.00259253111319857	83.8683422775861	11.2650651258085	0	1	-0.000680836337794378	-0.00179860862788279	-0.00711621228344972	0	-0.31209948763232	0
11	finalLog_stopTrials_model079_startVal011_started2017-04-22-T224003	SAM_stopTrials_model079_startVal011_exit1_started2017-04-22-T224003	11	332.118853161641	03:31:05.60	1	34.6066250695454	21.0041503612694	11.3739135895313	73.1767897488735	18.9844412791531	0.315730020813101	0.280228922614548	0.166468334400541	0.12084575420915	0.227547179495974	0.0237385262884375	0.00875952793768643	83.8683422775861	2.59709082855369	0	1	-0.000680836337794378	-0.00106727869139126	-0.00711621228344972	0	-0.311600797743815	0	34.6066250695454	21.0041503612694	8.92172465456355	73.1767897488735	21.3596775550644	0.315730020813101	0.280228922614548	0.157021530570728	0.12084575420915	0.227547179495974	0.0237385262884375	0.0185737855524664	83.8683422775861	1.31003303442479	0	1	-0.000680836337794378	-0.00154222610600429	-0.00711621228344972	0	-0.319857186548576	0
4	finalLog_stopTrials_model079_startVal004_started2017-04-22-T222741	SAM_stopTrials_model079_startVal004_exit1_started2017-04-22-T222741	4	334.459478427045	02:45:12.96	1	34.6066250695454	21.0041503612694	1.40858077779513	73.1767897488735	10.45017459945	0.315730020813101	0.280228922614548	0.0792962873412725	0.12084575420915	0.227547179495974	0.0237385262884375	0.0258050024219798	83.8683422775861	12.048711589379	0	1	-0.000680836337794378	-0.00194011271488685	-0.00711621228344972	0	-0.298928770137963	0	34.6066250695454	21.0041503612694	0.272319338984631	73.1767897488735	10.7290612822378	0.315730020813101	0.280228922614548	0.0996066599106063	0.12084575420915	0.227547179495974	0.0237385262884375	0.0271172984400482	83.8683422775861	35.9574903944279	0	1	-0.000680836337794378	-0.0037014903671958	-0.00711621228344972	0	-0.383119289828392	0
3	finalLog_stopTrials_model079_startVal003_started2017-04-22-T222147	SAM_stopTrials_model079_startVal003_exit1_started2017-04-22-T222147	3	334.578632754785	02:46:45.54	1	34.6066250695454	21.0041503612694	3.79618288720103	73.1767897488735	11.2855975173821	0.315730020813101	0.280228922614548	0.109302785480019	0.12084575420915	0.227547179495974	0.0237385262884375	0.0244951833469318	83.8683422775861	4.03138825370689	0	1	-0.000680836337794378	-0.00502804128570625	-0.00711621228344972	0	-0.467735429546604	0	34.6066250695454	21.0041503612694	2.17693049752231	73.1767897488735	12.4474735019904	0.315730020813101	0.280228922614548	0.114212664103636	0.12084575420915	0.227547179495974	0.0237385262884375	0.0189886672060249	83.8683422775861	6.41684179785114	0	1	-0.000680836337794378	-0.00490865665270356	-0.00711621228344972	0	-0.472012336542639	0
12	finalLog_stopTrials_model079_startVal012_started2017-04-22-T224329	SAM_stopTrials_model079_startVal012_exit1_started2017-04-22-T224329	12	336.766559136249	02:50:32.89	1	34.6066250695454	21.0041503612694	22.1290525135438	73.1767897488735	22.177062937642	0.315730020813101	0.280228922614548	0.248428773685554	0.12084575420915	0.227547179495974	0.0237385262884375	0.0598900780959428	83.8683422775861	0.0150969498548159	0	1	-0.000680836337794378	-0.00388914016116737	-0.00711621228344972	0	-0.433526204764586	0	34.6066250695454	21.0041503612694	16.6069976104513	73.1767897488735	26.6581620304411	0.315730020813101	0.280228922614548	0.273937122213687	0.12084575420915	0.227547179495974	0.0237385262884375	0.0580219130684049	83.8683422775861	13.2268754247839	0	1	-0.000680836337794378	-0.00348416505835693	-0.00711621228344972	0	-0.492481753199783	0
9	finalLog_stopTrials_model079_startVal009_started2017-04-22-T223841	SAM_stopTrials_model079_startVal009_exit1_started2017-04-22-T223841	9	338.034787439243	04:05:33.11	1	34.6066250695454	21.0041503612694	12.8451400316886	73.1767897488735	21.1629963607469	0.315730020813101	0.280228922614548	0.194123245060723	0.12084575420915	0.227547179495974	0.0237385262884375	0.00226661692183562	83.8683422775861	0.691816625224249	0	1	-0.000680836337794378	-0.00124534965825206	-0.00711621228344972	0	-0.331799756488707	0	34.6066250695454	21.0041503612694	2.70041735341897	73.1767897488735	21.5609223639037	0.315730020813101	0.280228922614548	0.207520928682029	0.12084575420915	0.227547179495974	0.0237385262884375	0.0156506011189249	83.8683422775861	9.03710728170832	0	1	-0.000680836337794378	-0.00308776518647703	-0.00711621228344972	0	-0.330570751274026	0
14	finalLog_stopTrials_model079_startVal014_started2017-04-22-T225547	SAM_stopTrials_model079_startVal014_exit1_started2017-04-22-T225547	14	339.064347438603	02:58:07.08	1	34.6066250695454	21.0041503612694	9.24097699827055	73.1767897488735	12.2732144786944	0.315730020813101	0.280228922614548	0.119544897171446	0.12084575420915	0.227547179495974	0.0237385262884375	0.0153573150506311	83.8683422775861	5.41590151338259	0	1	-0.000680836337794378	-0.00515489517564482	-0.00711621228344972	0	-0.3474187965121	0	34.6066250695454	21.0041503612694	11.4092613813805	73.1767897488735	13.1725857597289	0.315730020813101	0.280228922614548	0.0924975143999322	0.12084575420915	0.227547179495974	0.0237385262884375	0.0119889727454811	83.8683422775861	8.52473132470573	0	1	-0.000680836337794378	-0.00555532456931049	-0.00711621228344972	0	-0.330314375599329	0
