subject,model,scope,z0_1,z0_2,zc_1,zc_2,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,79,go,9.98792759438562,8.93990233551658,136.233118706629,,0.67046386775711,0.63482958487319,0.596165622623144,,,,0.445522293446527,0.504267692171948,0.555476030436015,,,,0.0996451249311376,0.625965382708804,0,1,-0.00260987172969394,0,0,0
2,79,stop,7.56505193994264,,7.73487135174523,,0.354912275017125,,,,,,,,,,,,0.0496407748930341,1.0755506835494,0,1,-1.17351995576349e-06,0,-0.328739653445312,0
2,191,go,0.0233130177249681,3.67114561302197,180.949752031988,181.620178980095,0.721272339351298,0.669273617688203,0.614412336715072,,,,0.384104628385518,0.472133107822983,0.554280835073281,,,,0.167663980206705,20.8266610079975,0,1,-0.000576363793157405,0,0,0
2,191,stop,6.77832908739309,,7.00131594748165,,0.250014168193236,,,,,,,,,,,,0.0709324547817213,0.551517624734436,0,1,-3.3133227972596e-05,0,-0.107211347162359,0
2,352,go,3.71860089847601,,125.948743652515,,0.480118261693634,0.515884627537292,0.453941967598442,0.490073732007924,0.428364455770765,0.406095313055601,0.257911279300105,0.313507895909238,0.295537323989847,0.361113941840546,0.34356117855379,0.40577303384984,0.114729193073041,47.6013596410513,0,1,-0.000279524867692222,0,0,0
2,352,stop,2.06426301476256,,2.14068224071153,,0.150541699353773,,,,,,,,,,,,0.0729071639678083,0.593714440052319,0,1,-0.00174175957542534,0,-0.152740681820951,0
2,478,go,15.1668518453438,5.16025662954048,107.552161150642,,0.366048313711806,0.427510849105673,0.345546665870681,0.386551712458741,0.323968444136525,0.325869018926912,0.185090999368732,0.208466602425089,0.233472281555297,0.276254450685764,0.272400894497634,0.307916749032221,0.0843299215977647,39.7703846596695,0,1,-2.18942632039055e-05,0,0,0
2,478,stop,4.89206125147257,,5.01109516208517,,0.250921268433019,,,,,,,,,,,,0.0593826231744763,0.908170561823499,0,1,-0.000243677332466764,0,-0.431576944493162,0
