subject,model,scope,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,2,go,5.28553251988658,5.03217809141711,144.443284713627,0.596575178205446,,,,,,0.46275080893251,,,,,,0.148398746557244,56.6024027674827,0,1,-0.000838069852579166,0,0,-0.0268653981127587
2,43,go,5.6495010322466,,90.2352748345988,0.472571701467124,0.453853759824113,0.411001805156317,,,,0.303641928636389,0.347405714371535,0.390117530001647,,,,0.0620853502344288,42.1261348974429,0,1,-0.00269273366271331,0,0,-0.00070646342082803
2,79,go,9.03080146761454,11.3380008568751,101.683614165994,0.410686422691104,0.374533088475702,0.335251153229874,,,,0.177634216526962,0.245794799550808,0.298314841948234,,,,0.0916086636346655,63.9193643341496,0,1,-0.000179450893423746,0,0,-0.000366549335717892
2,352,go,1.92757618204522,,55.4652318669103,0.217206712372531,0.248432029053783,0.20221840093991,0.218998822958094,0.185838980877961,0.174067845219346,0.0359804394788344,0.0425450174371991,0.078803060003605,0.145454729112555,0.142471909059539,0.163013030705543,0.024809816400111,78.2948300975262,0,1,-7.38213965236082e-05,0,0,-0.000126066297855276
2,478,go,16.1356222799466,20.5077986220347,87.4277062773907,0.336352646353982,0.371000342574491,0.314932951941731,0.323746702896831,0.295820672234398,0.263243435892733,0.145318237722274,0.184047806179748,0.18670688038263,0.242702169612022,0.223452152390063,0.280779781518087,0.060249743560038,75.7343181365207,0,1,-0.000365997125074242,0,0,-0.000145670284986021
