subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,ve_1,ve_2,ve_3,ve_4,eta,t0,se,si,k,wliw,wlib,wffiw
3,352,go,35.8563914034347,77.2439396743201,0.348250205636918,0.231615451587964,0.219601167265197,0.181045165335274,0.161447440191203,0.0264203546625849,0.156380005097016,0.130262150795873,0.0834666529093026,90.6878489835197,0,1,-0.000356663990241917,-1.96041338051955e-07,0,0
3,352,stop,0.425191029664479,14.300799159713,0.149009197370683,,,,NaN,,,,0.0743434532543628,0.0254411796239556,0,1,-0.00108059759395413,NaN,-0.356727049126548,0
