subject,model,unit,z0_1,z0_2,zc,v,ve,eta,t0,se,si,k,wliw,wlib,wffiw
1,2,go,29.1763163826734,13.5100839339327,69.0975808517613,0.238863589548121,0.163718328696998,0.0350677342714892,40.2614741919009,0,1,-0.00187772854015719,0,0,0
