subject,model,unit,z0_1,z0_2,zc,v,ve,eta,t0,se,si,k,wliw,wlib,wffiw
1,2,go,24.9837198979686,15.5747249670541,72.4631725549148,0.232042707840764,0.180501806516746,0.0170861939411712,40.3907142528502,0,1,-0.00157098390960733,0,0,0
