model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,go,22.8198347418233,9.06108948232765,68.1968507149854,0.205097251961174,,,,,,0.126557623297318,,,,,,0.0271786699371465,28.1960225872346,0,1,-0.000849083067772391,-0.000588437694841681,0,0
43,go,22.8198347418233,,68.1968507149854,0.227601019168215,0.205097251961174,0.18609830046977,,,,0.103620651901759,0.126557623297318,0.147336506974049,,,,0.0271786699371465,28.1960225872346,0,1,-0.000849083067772391,-0.000588437694841681,0,0
79,go,22.8198347418233,9.06108948232765,68.1968507149854,0.227601019168215,0.205097251961174,0.18609830046977,,,,0.103620651901759,0.126557623297318,0.147336506974049,,,,0.0271786699371465,28.1960225872346,0,1,-0.000849083067772391,-0.000588437694841681,0,0
352,go,22.8248947309495,,69.1283941175524,0.242468239958807,0.229295043285493,0.218897414054331,0.202056303733627,0.201486340003583,0.179218711271522,0.111411594918011,0.117362490612152,0.11565362478708,0.136838220995213,0.137184269836808,0.163538625014716,0.0301371084418356,35.6573369576576,0,1,-0.00141254355528717,-1.26876360827533e-05,0,0
478,go,21.4382412987806,9.19859002019928,68.0860858498094,0.233615453873582,0.233578070638735,0.212747948808752,0.210720913552111,0.19455838863199,0.187927044058202,0.114557065874904,0.114610246651042,0.118723964666035,0.134345033008615,0.144314502423226,0.156649760514697,0.0314638140846345,29.6479794742273,0,1,-0.00121662790968421,-0.000202105020101706,0,0
