subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
1,2,go,14.8110419883108,4.45324985430728,54.2564757024694,0.137133109515824,,,,,,0.0747953416222148,,,,,,0.012275981862678,34.3963767088157,0,1,-0.000156029095884966,0,0,-0.0212548190072239
1,2,stop,23.7166469292359,,37.7356087874656,0.610767097672923,,,,,,NaN,,,,,,0.0304582128473143,11.2113028369755,0,1,-0.00127744021954376,0,-0.0587905914814993,NaN
1,43,go,6.00915052682867,,47.408686153911,0.160357919682128,0.138038530438531,0.12175444240008,,,,0.0494040570992411,0.0640726534378664,0.0846377981664872,,,,0.00293580000468353,76.9672607579307,0,1,-0.000499348336215866,0,0,-0.00740057272761996
1,43,stop,11.5681519494982,,21.3131023532591,0.437586467850937,,,,,,NaN,,,,,,0.0300721380470614,15.2619804766557,0,1,-0.00382828025243031,0,-0.0770303774736392,NaN
1,79,go,16.1100499817154,5.03623237172397,54.0693953248842,0.163926204521281,0.144502766489307,0.126356155464921,,,,0.0544407315565877,0.0751662947047746,0.0931215713967053,,,,8.55404779070695e-05,60.6840739601444,0,1,-1.42305227808764e-06,0,0,-0.107294056639438
1,79,stop,18.7745913565546,,27.8907540287169,0.527923578872278,,,,,,NaN,,,,,,0.0470534317849694,5.90756762562492,0,1,-0.00410523057308232,0,-0.127336972449863,NaN
1,352,go,13.4641931045468,,58.2550764016354,0.187684292169271,0.170920268966082,0.168281426119065,0.149288036760516,0.152624180307294,0.131436821292351,0.0255537734383902,0.0854389461695263,0.0694712157975787,0.0966350074382371,0.0904529550982993,0.116704599475834,0.0298733333364414,66.6891504676953,0,1,-2.3603767616686e-06,0,0,-0.147635232849206
1,352,stop,9.15888363555402,,27.4607667256165,0.651191613291511,,,,,,NaN,,,,,,0.0483786407705741,28.3639566756206,0,1,-0.00371169265145845,0,-0.0177133570642956,NaN
1,478,go,15.7142994783358,5.00922816809047,56.0379273987842,0.170503727076191,0.167039899192607,0.148905442469522,0.147019405540796,0.132956354628419,0.126033226397267,0.0660831060359323,0.0631135466764836,0.0699089391426692,0.077976072410137,0.0869012363375909,0.0973568091541996,0.0196112420705349,57.0471660252356,0,1,-2.22896862679678e-06,0,0,-0.0802136746682878
1,478,stop,13.2963574249644,,24.8244879812595,0.626972225295028,,,,,,NaN,,,,,,0.0588814053502862,37.9680871291869,0,1,-0.0026704983432261,0,-0.192958867813126,NaN
