subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
1,79,go,13.8498084398519,1.968976493565,35.8070550043707,0.150968035857849,0.134746516765568,0.118176114557313,,,,0.0508422018615253,0.0727029233947823,0.0879086220722892,,,,0.000173945299668231,110.574505257075,0,1,-0.000140501318342168,0,0,-0.388587176509609
1,79,stop,5.40523363137545,,8.9388224996273,0.224188699604452,,,,,,NaN,,,,,,0.0561001169639511,24.3224668657512,0,1,-0.0051663403182452,0,-0.489794646136372,NaN
1,352,go,16.4528712121985,,57.3656365377305,0.188209153187602,0.174914229458347,0.171582327293811,0.152484760681077,0.153525157484714,0.132065423733028,0.0309014261080218,0.071839616872383,0.064146445946433,0.09154218557602,0.089506683653578,0.115356022418489,0.0308727509589893,56.6286308980174,0,1,-4.39624187469328e-06,0,0,-0.172578725750313
1,352,stop,0.865645845968882,,4.22586756664264,0.0652593390045634,,,,,,NaN,,,,,,0.0588985701839066,37.9080195693581,0,1,-0.00152508040474033,0,-0.262048401689727,NaN
1,478,go,13.5384764421707,1.46683929991959,39.5285248304916,0.156101279291683,0.146430766896281,0.13649666768721,0.135506980418063,0.121448079241409,0.119892109398334,0.0660295136285289,0.00811142628002215,0.0557062933738578,0.0724945495174794,0.0775033846532996,0.0916310281369295,0.0212838842077721,96.9584702772539,0,1,-0.000159192781677446,0,0,-0.291371202906892
1,478,stop,3.33039049747255,,4.15586769475514,0.113800404707575,,,,,,NaN,,,,,,0.0302294533180352,41.1508036800211,0,1,-0.00531902855656496,0,-0.495365237950551,NaN
2,79,go,19.5374023546527,15.6552878646927,118.038814845747,0.715729496347742,0.657758438467221,0.588880184563225,,,,0.288135527727191,0.413244052330769,0.517493620284858,,,,0.208584906269574,94.0010982020318,0,1,-0.00166310921636783,0,0,-1.60621714793141e-05
2,79,stop,2.01715779307782,,3.01675115962866,0.0327269446358779,,,,,,NaN,,,,,,0.0478047855046228,33.6586447336935,0,1,-0.00281407554899778,0,-0.236407486350618,NaN
2,352,go,0.00135015183676099,,32.9691489965233,0.209969972661158,0.249312533229178,0.189515292483693,0.214607169568838,0.170716363482988,0.156652058389088,0.0206962945048364,0.0740679284286582,0.0707105827131734,0.113583662059292,0.108472968922769,0.154460626200531,0.0501376792270305,129.121984685426,0,1,-0.00127326880757264,0,0,-0.0288053704037099
2,352,stop,0.347420648677686,,2.11344141695247,0.0297815187897919,,,,,,NaN,,,,,,0.0641676715161772,37.993814282487,0,1,-0.00109188267859517,0,-0.146277007892727,NaN
2,478,go,22.5045583074325,18.0773685529546,47.433809616106,0.28191408845652,0.371202495287796,0.262385814484158,0.330639341119566,0.24269863257132,0.247868110515486,0.0821159556157589,0.132766818856815,0.109721594223548,0.188147277880993,0.181987317040535,0.224516125993438,0.105357373283652,148.893555096092,0,1,-7.89617664729448e-05,0,0,-0.280734421182044
2,478,stop,2.28049902750652,,3.05642285772146,0.0459457893561347,,,,,,NaN,,,,,,0.0499818881874692,34.0052673174749,0,1,-0.00332386752386102,0,-0.13680852802013,NaN
