FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14
10	finalLog_goTrials_model043_startVal010_started2017-04-20-T005655	SAM_goTrials_model043_startVal010_exit1_started2017-04-20-T005655	10	1213.90732623874	00:28:39.98	1	1.90879994515113	72.3779961916587	0.367265347465983	0.348499310022971	0.161703620311835	0.297667991539827	0.0587529658942294	54.7916222194842	0	1	-0.00191318615229027	-0.0079610543133577	0	0	60.3821444666481	76.2265716205688	0.319614553072261	0.298521093395996	0.121462728326618	0.17575561271092	0.0552986267955822	30.0632885989923	0	1	-0.00264277162759194	-0.0699404718080366	0	0
16	finalLog_goTrials_model043_startVal016_started2017-04-20-T005929	SAM_goTrials_model043_startVal016_exit1_started2017-04-20-T005929	16	1271.38151404761	00:32:45.46	1	14.2706798268191	77.826522025505	0.399342363270732	0.381065564895244	0.219124723354151	0.332562075428682	0.0440737186749982	0.493094773438132	0	1	-0.00283740768077492	-0.0111260593566832	0	0	9.78507665161304	84.1838310388866	0.413751570415583	0.327551794203422	0.262412312579699	0.323799444387257	0.0353408491758071	3.0623976990147	0	1	-0.00315626208576053	-0.103658350958455	0	0
7	finalLog_goTrials_model043_startVal007_started2017-04-20-T005400	SAM_goTrials_model043_startVal007_exit1_started2017-04-20-T005400	7	1320.73493230908	00:28:02.09	1	31.3872674537634	83.1359040821319	0.284114169135624	0.273174978707319	0.0827016213597382	0.218331089936813	0.0230334001763188	17.7080004061518	0	1	-0.000211589006792847	-0.00668516962497456	0	0	68.4405801488616	95.3193084630174	0.364135787419787	0.204030855784832	0.0135736173931997	0.181600926861825	0.0247364930201069	13.0445596391363	0	1	-0.000481075356143538	-0.0184726472773119	0	0
19	finalLog_goTrials_model043_startVal019_started2017-04-20-T010322	SAM_goTrials_model043_startVal019_exit1_started2017-04-20-T010322	19	1331.25794712201	00:40:21.72	1	34.9455633222621	87.5208077527596	0.316819725273988	0.285670362348659	0.115803250539272	0.218755915034986	0.0444126765908077	34.9115767435133	0	1	-0.000376338693114445	-0.00660417783526512	0	0	60.2044126706711	85.214313724309	0.286556419707525	0.239548459193949	0.199335808581966	0.196146437720465	0.0416042120248202	28.1106006206243	0	1	-0.000870437687218714	-0.0641151748707688	0	0
5	finalLog_goTrials_model043_startVal005_started2017-04-20-T005402	SAM_goTrials_model043_startVal005_exit1_started2017-04-20-T005402	5	1339.15307633453	00:21:20.12	1	28.7896254694616	76.3439045873219	0.378324897989096	0.323879680011898	0.159380969452314	0.255045345216276	0.0473110513769863	128.189042767372	0	1	-0.00113909901299394	-0.00730492036044372	0	0	37.8775947709621	68.3192354844634	0.505769573397173	0.287539133853769	0.293748070100442	0.173870978900428	0.0405274645289394	119.558308529992	0	1	-0.00180706468552132	-0.0065776054086264	0	0
1	finalLog_goTrials_model043_startVal001_started2017-04-20-T005447	SAM_goTrials_model043_startVal001_exit1_started2017-04-20-T005447	1	1385.06257803724	00:35:10.75	1	25.8218323904347	71.1464286111009	0.31810816811671	0.268354518686602	0.143940211416762	0.197678861330185	0.0307672875305081	77.4756123579167	0	1	-0.000760300156359041	-0.00694224942809873	0	0	37	69	0.3	0.25	0.17	0.17	0.03	65	0	1	-0.001	-0.01	0	0
11	finalLog_goTrials_model043_startVal011_started2017-04-20-T005642	SAM_goTrials_model043_startVal011_exit1_started2017-04-20-T005642	11	1401.18158294153	00:25:10.33	1	7.60346861227108	57.7548911372846	0.291629776770387	0.237280097314927	0.0379575201497884	0.163559783956412	0.0583635293720316	103.444699484011	0	1	-0.00154437440691666	-0.0504586894260807	0	0	13.6819648363828	72.3738075407693	0.363380901876844	0.284213169513016	0.02831293188941	0.166996876397844	0.0447839370813859	107.190899912278	0	1	-0.00148202435450608	-0.228988108552738	0	0
17	finalLog_goTrials_model043_startVal017_started2017-04-20-T010218	SAM_goTrials_model043_startVal017_exit1_started2017-04-20-T010218	17	1495.50805014882	00:28:30.44	1	59.1532147531104	93.6955159063566	0.313204290877271	0.258489915854826	0.105752137148473	0.200192566325091	0.0378932459776103	71.9253367011547	0	1	-0.000735643244014576	-0.00101001358915043	0	0	66.0426779229578	95.4045505743377	0.364742256715595	0.28278027854922	0.104194255345973	0.129380331947912	0.033838088173547	86.4407448417854	0	1	-0.000953363467658	-0.0557303647845268	0	0
3	finalLog_goTrials_model043_startVal003_started2017-04-20-T005352	SAM_goTrials_model043_startVal003_exit1_started2017-04-20-T005352	3	1515.16662702757	00:23:00.73	1	5.33363863129206	44.0203434070804	0.2214211745913	0.174974325190458	0.0134138328675501	0.117365486166399	0.0349234460417779	126.838126231934	0	1	-0.00131871147093015	-0.182313644701976	0	0	26.147934014765	35.8067643411624	0.194733028578025	0.190418472776971	0.0185475690276857	0.0658631890043219	0.0314488093931802	126.803343953837	0	1	-0.00153245291391065	-0.254866822454559	0	0
18	finalLog_goTrials_model043_startVal018_started2017-04-20-T010222	SAM_goTrials_model043_startVal018_exit1_started2017-04-20-T010222	18	1533.20798387056	00:42:59.14	1	10.3665377287228	53.051119937916	0.229529090276374	0.178585437835131	0.00871817150075534	0.116750564976672	0.0464872981346047	68.65386098198	0	1	-0.000752747484253214	-0.254929958789988	0	0	70.8781167269122	110.712096627472	0.518803527829822	0.337665165654932	0.0460656314426736	0.32408176980595	0.0502962418503279	90.2413674772562	0	1	-0.000880251612695843	-0.423420399809651	0	0
13	finalLog_goTrials_model043_startVal013_started2017-04-20-T005637	SAM_goTrials_model043_startVal013_exit1_started2017-04-20-T005637	13	1542.98057475678	00:23:14.08	1	27.3754584129914	65.2123508775862	0.213674351690708	0.172454932705603	0.0199450948702119	0.133572840270887	0.000794241733555872	6.25341653058945	0	1	-0.000252841225258173	-0.0113895502977553	0	0	47.6997715307234	70.1892151644006	0.217370548708826	0.1919910851467	0.0122791329185139	0.0914105241417699	0.000717180935918595	17.6633329738857	0	1	-0.00129044637979806	-0.0484374164205146	0	0
20	finalLog_goTrials_model043_startVal020_started2017-04-20-T010643	SAM_goTrials_model043_startVal020_exit1_started2017-04-20-T010643	20	1547.89923007568	00:35:42.28	1	22.7747629821731	68.4116893462854	0.27742131328904	0.212830028844571	0.00142636019630469	0.156943649409733	0.0599991383257279	70.850902758163	0	1	-0.000216845620045703	-0.305253434893682	0	0	23.2238711890922	55.6831916550018	0.245889899490301	0.133120939594063	0.153175937108567	0.265971532061713	0.0555882982426058	76.4417436455564	0	1	-0.00184126261186103	-0.368336024285578	0	0
8	finalLog_goTrials_model043_startVal008_started2017-04-20-T005356	SAM_goTrials_model043_startVal008_exit1_started2017-04-20-T005356	8	1552.05781553372	00:24:46.31	1	14.7316264026051	60.4190495512955	0.274859145145809	0.204082403011054	0.000497691776059922	0.132996262485178	0.058908523852765	123.209545111031	0	1	-0.000116017583861105	-0.337825527943439	0	0	16.4943230746394	61.3265689755703	0.230635083254231	0.228758100312554	0.275876311419891	0.185483242275354	0.0520810579516828	120.322653190115	0	1	-0.00052338635660561	-0.411778293408664	0	0
12	finalLog_goTrials_model043_startVal012_started2017-04-20-T010322	SAM_goTrials_model043_startVal012_exit1_started2017-04-20-T010322	12	1570.44604782196	00:29:48.24	1	16.2322090421563	62.5131242164411	0.270023090060965	0.213983354452508	0.0156314266104773	0.155897755979224	0.0568313071447967	84.3915068311409	0	1	-0.00064342355599079	-0.290146870778566	0	0	48.916376358329	53.3941270137983	0.201436722513692	0.271481156940128	0.119559909840566	0.0839161224951892	0.0499476344345305	60.2164447817647	0	1	-0.00121424262044114	-0.32375929660111	0	0
9	finalLog_goTrials_model043_startVal009_started2017-04-20-T005645	SAM_goTrials_model043_startVal009_exit1_started2017-04-20-T005645	9	1697.42002518379	00:28:20.31	1	31.3346699956125	73.5898592953379	0.281421367501871	0.224363031380185	0.0450335889162289	0.178466553421288	0.0529072269829006	26.5710036186391	0	1	-0.000748555651973195	-0.339831605709881	0	0	29.3052693834321	73.4780657215034	0.237512827441537	0.185760972409612	0.0948572472989661	0.173355521198234	0.0501483748981065	28.6208381207789	0	1	-0.000939700671450655	-0.354287603646045	0	0
15	finalLog_goTrials_model043_startVal015_started2017-04-20-T010035	SAM_goTrials_model043_startVal015_exit1_started2017-04-20-T010035	15	1707.88224874995	00:38:39.64	1	18.985799171327	56.2414098919539	0.258775055093987	0.188703462548325	0.0123406814987895	0.175407498671615	0.039478002606751	107.883431539036	0	1	-0.000870645818323843	-0.266371257443351	0	0	37.392423613045	51.6262514707465	0.297783241703912	0.206228159448052	0.115385201932452	0.114717489064058	0.0262728613393452	81.4799258250822	0	1	-0.00222708163543538	-0.254803945118901	0	0
