FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	BestX_17	BestX_18	BestX_19	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16	StartX_17	StartX_18	StartX_19
1	finalLog_goTrials_model478_startVal001_started2017-04-20-T022524	SAM_goTrials_model478_startVal001_exit1_started2017-04-20-T022524	1	472.361282499973	00:42:21.28	1	8.90921835266799	28.6905863151046	74.8392191666473	0.439993518744309	0.21851617873848	0.384182898905265	0.193173695238542	0.0697419731147797	0.16489247570733	0.175064346785026	0.283753282870879	0.023499362014063	93.4351368657048	0	1	-0.000444964730102322	-0.015447176969346	0	0	55	35	80	0.31	0.25	0.3	0.24	0.17	0.17	0.17	0.17	0.02	65	0	1	-0.001	-0.01	0	0
4	finalLog_goTrials_model478_startVal004_started2017-04-20-T023329	SAM_goTrials_model478_startVal004_exit1_started2017-04-20-T023329	4	521.729499162402	01:01:28.75	1	1.73895502259719	17.4524073271998	78.8437546765293	0.386379225412683	0.237583343280618	0.368624965908101	0.212237776088086	0.109685435933749	0.0692554190125004	0.191344504039721	0.284329749531358	0.0318994871721197	17.341500382829	0	1	-0.0006873641324334	-0.0212905315172077	0	0	48.4484907317761	48.4405730906095	58.8309736044981	0.356266263242858	0.277179450621285	0.181528079572275	0.160744397868492	0.0718949274905356	0.035744173090527	0.245753363151241	0.232906709265055	0.029036225529766	9.28984898932254	0	1	-0.00222383608691052	-0.0485852524798777	0	0
3	finalLog_goTrials_model478_startVal003_started2017-04-20-T023328	SAM_goTrials_model478_startVal003_exit1_started2017-04-20-T023328	3	565.91888891317	00:42:18.78	1	5.40677284441791	11.2693225294917	53.3929672454731	0.29067034967765	0.164145520293413	0.239414942373911	0.133030100213325	0.0112987439056642	0.0566275113977018	0.10294438643059	0.152599735753831	0.00745941282621014	92.331848634881	0	1	-8.80085772719591e-05	-0.0480670678616538	0	0	19.2393911133544	21.1431596384452	39.8305666448994	0.149858772554077	0.192731116369007	0.111809010511347	0.0603779296350941	0.111610117486071	0.0969065246327618	0.0742969567128273	0.0922281773869557	0.00647136346890596	56.7223144636622	0	1	-0.000313071901275957	-0.0288469915335436	0	0
8	finalLog_goTrials_model478_startVal008_started2017-04-20-T023431	SAM_goTrials_model478_startVal008_exit1_started2017-04-20-T023431	8	632.469958758797	00:55:01.23	1	0.00204317649854402	2.6024146624584	53.3450112476931	0.275955169207587	0.153668175091048	0.227688954551928	0.121185402232273	0.0231646233996046	0.0691951257626587	0.102578516638027	0.197205195422071	0.0075208660662609	73.504322174236	0	1	-1.1697130978117e-05	-0.500334439921583	0	0	8.4889416528712	9.31793985665712	35.6859168773909	0.101356255723258	0.0840616114404349	0.0565127078468962	0.068556026194097	0.190733087509377	0.166413866450496	0.199309497168579	0.0983931129550121	0.0120657890255337	13.8561854643772	0	1	-0.00100432272659043	-0.505872863734735	0	0
2	finalLog_goTrials_model478_startVal002_started2017-04-20-T023238	SAM_goTrials_model478_startVal002_exit1_started2017-04-20-T023238	2	665.028775510521	00:39:30.73	1	16.7537900010602	32.1333032849519	78.6250744148386	0.476565473594254	0.234269110373013	0.385742919641687	0.198944694405758	0.134942686301613	0.103920877253604	0.180634025051924	0.251387690280451	0.0368856926492269	114.653710405277	0	1	-0.000258190327464468	-0.011899174305989	0	0	40.8587240059927	54.26511031846	70.3713858719209	0.368376284308877	0.246085472116617	0.406853958967666	0.414464182790793	0.247915405515651	0.0794114874073562	0.191313838192515	0.10585890112773	0.0317447482721511	85.577717724037	0	1	-0.000766486744027921	-0.00981395799078533	0	0
19	finalLog_goTrials_model478_startVal019_started2017-04-20-T024233	SAM_goTrials_model478_startVal019_exit1_started2017-04-20-T024233	19	693.79624581	00:49:53.23	1	24.6251084592192	36.5345455284471	91.3410025734517	0.527488450269289	0.298457711876978	0.430725573428698	0.245263079141116	0.113708632958835	0.144788642583424	0.224775852822603	0.288373581380349	0.0399699136552267	121.15776208617	0	1	-0.000396231840170363	-0.0122800171755068	0	0	42.2724008591346	62.6180282063524	81.7830293676141	0.43393996251661	0.372328320317368	0.567663835898541	0.085878469666278	0.306020746755444	0.174347751685408	0.220491451692551	0.226039739305529	0.0330751711784832	128.742275437803	0	1	-0.000935302701316038	-0.0329820170344678	0	0
5	finalLog_goTrials_model478_startVal005_started2017-04-20-T023432	SAM_goTrials_model478_startVal005_exit1_started2017-04-20-T023432	5	696.125475450826	00:52:59.42	1	40.3132981590513	62.7169756117482	85.4810634914072	0.394458756142539	0.244620503129034	0.316250913010688	0.191969640006211	0.0279447398563733	0.0561649662735002	0.167287226109193	0.298446478467294	0.0350425587389111	57.0469796309382	0	1	-6.7378491573851e-05	-0.489503106968131	0	0	10.6205189527082	47.5000185240091	88.8492199560725	0.452179470271012	0.254555187223292	0.420897834092388	0.262254672567447	0.0808417164909814	0.0442059564195451	0.0683554161779412	0.301471006402821	0.0151375569544024	79.5428938882613	0	1	-0.000539962826240735	-0.349514482072524	0	0
6	finalLog_goTrials_model478_startVal006_started2017-04-20-T023429	SAM_goTrials_model478_startVal006_exit1_started2017-04-20-T023429	6	710.03307682709	00:41:35.71	1	34.4560595718287	36.8888062851155	96.8280552815944	0.492691382989208	0.339346464994253	0.419513511720389	0.340142122758968	0.218360365022196	0.196881069889455	0.336235610765444	0.30959268155789	0.010474836087131	59.3849778214471	0	1	-0.000874427794659479	-0.00738467076111815	0	0	89.5909481715966	70.4557285405094	98.4461187544091	0.317493723299728	0.420622007511144	0.558359377690548	0.258314122555128	0.222770791065257	0.216626125708281	0.331425835955191	0.159300361641246	0.0208895045226677	15.0702837875655	0	1	-0.0022845285013667	-0.0181610371436239	0	0
12	finalLog_goTrials_model478_startVal012_started2017-04-20-T023628	SAM_goTrials_model478_startVal012_exit1_started2017-04-20-T023628	12	720.539350751017	00:47:18.91	1	26.9842482005757	4.33329026947554	67.8250710918266	0.34930015328589	0.300014468699173	0.302072141479442	0.3261201734496	0.188302234811873	0.0579982574976361	0.319111023933177	0.221827251636581	0.0284351589066153	120.859230582778	0	1	-0.00072096214401871	-0.0057088489384356	0	0	40.7637988110358	17.723866152851	49.052970326535	0.24427018845561	0.366198172429341	0.244034020493632	0.413974867293513	0.214061801561216	0.105348978883174	0.300484959846002	0.0320563509322171	0.013619164699476	103.548304346333	0	1	-0.00134223220199028	-0.0150756714771697	0	0
13	finalLog_goTrials_model478_startVal013_started2017-04-20-T023627	SAM_goTrials_model478_startVal013_exit1_started2017-04-20-T023627	13	788.023634589936	00:47:01.47	1	43.3014441146146	70.465310736803	98.9312103428079	0.424766693884693	0.242859418857032	0.337053293028308	0.193901124293443	0.0532361298184618	0.238979714972115	0.176283569728739	0.309920920301933	0.0300364047475183	29.0095247051864	0	1	-1.89575479420459e-07	-0.401278688888552	0	0	74.4504687002143	64.3491178997135	113.913573439288	0.284308757783642	0.293765480791154	0.241500010861192	0.185727827849518	0.151887317766728	0.335315646866288	0.120610188133164	0.164376186723527	0.0312821475713606	23.6198169505109	0	1	-9.13200323468272e-06	-0.354822419140431	0	0
