FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14
10	finalLog_goTrials_model043_startVal010_started2017-04-20-T033442	SAM_goTrials_model043_startVal010_exit1_started2017-04-20-T033442	10	1332.27395801646	00:39:14.60	1	0.640012528431293	37.3721964464925	0.152639305184893	0.0950916044305976	0.00210489134317472	0.0588582696351212	0.0287572194623567	118.435753665152	0	1	-0.000813935754872225	0	0	-0.00801289196554267	9.1341295469933	20.6092523465102	0.111897078957823	0.0809849475847044	0.0399792175840511	0.0207515200988436	0.0147583884284359	92.9373648861393	0	1	-0.0027575730100419	0	0	-0.363462594642006
20	finalLog_goTrials_model043_startVal020_started2017-04-20-T033842	SAM_goTrials_model043_startVal020_exit1_started2017-04-20-T033842	20	1337.00252080182	00:32:40.57	1	0.625558617241544	50.6534851909429	0.15580673257106	0.119650258537149	0.00620924411504517	0.0834327220994286	0.0278738053005071	0.327623764907939	0	1	-0.00032785157433684	0	0	-0.062902013025702	18.7973785749124	34.8153057497458	0.124854225491086	0.164814248545737	0.0928363711171398	0.0796910414662294	0.0258418343368964	0.0873911230722468	0	1	-0.00195893458100149	0	0	-0.527578217881653
6	finalLog_goTrials_model043_startVal006_started2017-04-20-T033238	SAM_goTrials_model043_startVal006_exit1_started2017-04-20-T033238	6	1340.63333513	00:25:37.94	1	34.7648564146824	65.9701118036633	0.342846639205841	0.284216303058893	0.166401126180817	0.240704258983696	0.0359445561938222	83.7034633563907	0	1	-0.00341489275541718	0	0	-0.0444173965732721	61.0450483381718	63.2616506725314	0.34079330791068	0.307287856106632	0.175067927658459	0.173951368307588	0.0375469847079627	69.2348803686956	0	1	-0.00434748409213056	0	0	-0.069951712784048
3	finalLog_goTrials_model043_startVal003_started2017-04-20-T033240	SAM_goTrials_model043_startVal003_exit1_started2017-04-20-T033240	3	1342.61679969729	00:25:51.73	1	13.8474146250572	59.9038277501558	0.306248333501464	0.279785538807454	0.17946509218423	0.245638147673948	0.0346163125662871	33.829549953121	0	1	-0.00192315764098465	0	0	-0.3729228703732	36.2609376061294	61.944098035565	0.224236854112803	0.315365357325817	0.108949017996057	0.243782939302326	0.0296662094269553	39.6766349084677	0	1	-0.00213258905954039	0	0	-0.365433099985931
18	finalLog_goTrials_model043_startVal018_started2017-04-20-T034005	SAM_goTrials_model043_startVal018_exit1_started2017-04-20-T034005	18	1346.5344358406	00:23:24.19	1	1.08197292789517	56.1991456877299	0.249600714931959	0.205394702419049	0.10337431991458	0.152881015459199	0.0397403768846385	0.00535856759146358	0	1	-0.00228593560402803	0	0	-0.0799501525614418	1.65324419270032	51.0789723250637	0.190493329959484	0.256564087816314	0.0198739022240107	0.162668371879049	0.0393542736321909	25.9825152023255	0	1	-0.00347433343892877	0	0	-0.226241542724031
15	finalLog_goTrials_model043_startVal015_started2017-04-20-T033743	SAM_goTrials_model043_startVal015_exit1_started2017-04-20-T033743	15	1349.22552275431	00:35:11.74	1	6.91587006946067	53.2007241384161	0.298968808330299	0.265694639387251	0.191093010062516	0.226467311878552	0.0399563187090997	68.2993265706844	0	1	-0.000102587102271445	0	0	-0.639254281369258	7.69043388806643	56.0611958446925	0.358646588560656	0.238422141373503	0.192107060461351	0.23051294131528	0.0398199975451903	97.5503303626075	0	1	-0.000459848320363295	0	0	-0.843941700693092
12	finalLog_goTrials_model043_startVal012_started2017-04-20-T033545	SAM_goTrials_model043_startVal012_exit1_started2017-04-20-T033545	12	1365.77341069189	00:28:47.49	1	0.0895929954470241	44.4948344029284	0.324900482332389	0.311463360976591	0.1910746619899	0.277210654123665	0.0359996386945398	107.878215802355	0	1	-0.00293530394190465	0	0	-0.505140578499653	6.16801196671182	38.3594341237005	0.433876597746333	0.333744543221956	0.24134207796824	0.242203935765912	0.0352000103207092	109.602863974824	0	1	-0.00469465070643837	0	0	-0.645188603073123
13	finalLog_goTrials_model043_startVal013_started2017-04-20-T033638	SAM_goTrials_model043_startVal013_exit1_started2017-04-20-T033638	13	1388.45591385425	00:23:49.56	1	33.1643617529693	76.3611655877718	0.271930285820214	0.224529715485866	0.122982906786719	0.188615540092618	0.0375269896560641	28.4712748423357	0	1	-0.00157498997010499	0	0	-0.0237195177189475	60.3821444666481	80.6455033087177	0.298306916200777	0.226876030980957	0.100028129210156	0.144739916350169	0.0368657511970548	32.3758492604532	0	1	-0.00264277162759194	0	0	-0.0818146182836172
4	finalLog_goTrials_model043_startVal004_started2017-04-20-T032605	SAM_goTrials_model043_startVal004_exit1_started2017-04-20-T032605	4	1389.87874865891	00:36:19.01	1	10.5346725822759	42.4557767791716	0.171373119202787	0.113741211163941	0.00908023996932118	0.0757369016384588	0.0248862447430804	138.018719132842	0	1	-0.00074457403857728	0	0	-0.0414270246505488	26.147934014765	37.8825187957225	0.181750826672823	0.144718039310498	0.0152744686110353	0.0542402732976769	0.0209658729287868	136.557447334901	0	1	-0.00153245291391065	0	0	-0.0811789686270662
8	finalLog_goTrials_model043_startVal008_started2017-04-20-T033519	SAM_goTrials_model043_startVal008_exit1_started2017-04-20-T033519	8	1397.07624575285	00:37:56.64	1	11.6453337031804	52.172531234239	0.290124830023288	0.296708791612914	0.154319103970872	0.263652261468833	0.0350281659726664	64.2162048337013	0	1	-0.00140829688593065	0	0	-0.568150670832083	14.3510145775032	56.1840764858997	0.256749407835603	0.346858665950407	0.0893789464100297	0.250610634333469	0.0347441963201272	74.7930616999049	0	1	-0.00203388423870412	0	0	-0.566030637771263
