subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,2,go,1.42924551374192,22.2305677055824,150.917666389882,1.41476582436913,,,,,,1.30610158556919,,,,,,0.124821735386315,28.2432576694516,0,1,-0.00782214110502529,0,0,0
2,43,go,21.9394756539178,,177.323873644685,1.068924437011,1.46060051960258,1.20872434975509,,,,0.84392802458814,0.675438935128822,1.02651669588173,,,,0.262551726486733,6.61228439543036,0,1,-0.00525884960605446,0,0,0
2,79,go,4.55408882704253,19.3621097907,190.194775904799,1.69854702799854,1.3460896096389,1.3652346243229,,,,0.910011893722688,0.56505748059014,0.931317877093961,,,,0.155598260824083,30.5335190593211,0,1,-0.00575245539369762,0,0,0
2,352,go,5,,125.384888534213,0.478035785226815,0.52993539240327,0.453876481924064,0.497908088624786,0.42879219241353,0.406673361104686,0.271509876651248,0.316045944856443,0.301628922190448,0.35666287261033,0.34490102692238,0.41374588577917,0.112381696588294,48.7227709915202,0,1,-0.000262705033896537,0,0,0
2,478,go,15.0691401658129,6.92512954326695,107.313415405952,0.368510826143656,0.431237548483322,0.347256258149165,0.392531929284598,0.328131198695699,0.328517046969907,0.18526746788839,0.199437526189593,0.23693302419351,0.268440018916902,0.27437326487846,0.311038552926198,0.0836848535701515,42.1808493460056,0,1,-2.28917423543071e-06,0,0,0
