FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16
3	finalLog_goTrials_model043_startVal003_started2016-11-19-T063752	SAM_goTrials_model043_startVal003_exit1_started2016-11-19-T063752	3	639.665155014172	00:35:00.27	1	5.99635147260662	47.3991332494446	0.160328928794747	0.138055333441169	0.121839612489713	0.0494651647797075	0.0640580560222886	0.0846833502356279	0.00291608676939521	77.0868246168705	0	1	-0.000500220594712688	0	0	-0.00734821882367842	13.0754500268166	38.2921348113572	0.160868478112285	0.0895514960591513	0.120301968902524	0.0781627478917716	0.00153702311015078	0.0814606456967237	0.00284632219296799	59.0270664343262	0	1	-0.0019415931491458	0	0	-0.0580018514753777
5	finalLog_goTrials_model043_startVal005_started2016-11-19-T063905	SAM_goTrials_model043_startVal005_exit1_started2016-11-19-T063905	5	662.336191587052	00:54:57.40	1	9.5675208125385	57.2003100025753	0.212051993935739	0.201098864297317	0.188175962929243	0.134719844091518	0.153832462985999	0.163632625352647	0.000728156402223124	8.67732604128866	0	1	-1.33151268840439e-05	0	0	-0.420229976446679	11.8792645430771	45.0299342429302	0.215740046571396	0.149378267534495	0.176485150744973	0.116746538723204	0.0878904943802304	0.204697000055078	0.0007197735572968	1.51298547608705	0	1	-0.00164453694440917	0	0	-0.32094922210768
11	finalLog_goTrials_model043_startVal011_started2016-11-19-T070211	SAM_goTrials_model043_startVal011_exit1_started2016-11-19-T070211	11	663.933596393286	00:41:52.98	1	10.8926114732753	51.5830234263484	0.22193651808407	0.212791247523079	0.202756667416795	0.134187364619392	0.161343803993677	0.177851039509578	0.00198843505665305	78.7724806165531	0	1	-6.8060041736471e-05	0	0	-0.487449135535037	12.1042199534034	34.1073760611144	0.144559528919123	0.212801296049666	0.176752830068106	0.105461962112891	0.144239356492275	0.116984683896026	0.00290866398437713	42.8797618794026	0	1	-0.00113621302994903	0	0	-0.77904796199667
12	finalLog_goTrials_model043_startVal012_started2016-11-19-T070218	SAM_goTrials_model043_startVal012_exit1_started2016-11-19-T070218	12	665.430156776576	00:43:21.57	1	3.2365507380716	47.217567926744	0.216550887146537	0.201911348381792	0.189700128450823	0.13365384414617	0.152584249677988	0.164765553340468	0.00117680092630916	70.8670893168014	0	1	-0.000399805026599582	0	0	-0.442201095788984	6.58304959689155	35.8384091326102	0.261393845879644	0.242169551090552	0.152719550440085	0.106739372990073	0.15834995259286	0.087780651826701	0.00137216043920892	72.5651551998989	0	1	-0.00270964507231448	0	0	-0.523026370776667
1	finalLog_goTrials_model043_startVal001_started2016-11-19-T063753	SAM_goTrials_model043_startVal001_exit1_started2016-11-19-T063753	1	668.251955297929	00:22:01.42	1	5.81394009540824	51.3855991703394	0.166185718298174	0.148983646038351	0.133675581126093	0.071187008582246	0.0877918639147171	0.101044795527078	0.00202631415599173	41.3887412872707	0	1	-0.000130532761903181	0	0	-0.166085815394481	5	51.4908337963672	0.166523741369451	0.148185022719254	0.132815199966646	0.0676202530774634	0.0886662762351179	0.102394344748562	0.00194353781274466	39.8971320763009	0	1	-0.000198600078437648	0	0	-0.173933220008837
7	finalLog_goTrials_model043_startVal007_started2016-11-19-T063904	SAM_goTrials_model043_startVal007_exit1_started2016-11-19-T063904	7	670.139618494962	00:34:47.26	1	1.35987557354219	46.0206072636656	0.190533670853087	0.172001778838703	0.154118096569532	0.0691215092660709	0.104392813171758	0.123995239988008	0.000825852140817052	79.7875089867914	0	1	-0.00133937219005556	0	0	-0.120513582842226	11.5008779721556	29.0220180670222	0.198404414534649	0.147604437557593	0.135461087205023	0.10775001656008	0.0675758172599457	0.0527043273695133	0.00109549116285729	63.4332346153261	0	1	-0.0042383119171789	0	0	-0.25497313674653
15	finalLog_goTrials_model043_startVal015_started2016-11-19-T070203	SAM_goTrials_model043_startVal015_exit1_started2016-11-19-T070203	15	670.928968052005	00:34:16.42	1	0.4351195906188	45.8479224151492	0.16951835574721	0.154081798887836	0.137474596820063	0.0608508080828827	0.0905444787908215	0.106667723656917	0.00052617178445698	70.721807563236	0	1	-0.000554673819782411	0	0	-0.167003614520542	8.3229605417717	24.2720860274938	0.178231144390589	0.156292909376852	0.137629217880664	0.065933421038623	0.0794874677992633	0.146181275869096	0.00146929606343766	65.550540282883	0	1	-0.00275888016562303	0	0	-0.638770987519935
13	finalLog_goTrials_model043_startVal013_started2016-11-19-T070205	SAM_goTrials_model043_startVal013_exit1_started2016-11-19-T070205	13	677.23473677849	00:40:41.28	1	12.6332399833348	52.0093982847227	0.150129735792745	0.126729100736077	0.108817086364325	0.018044785023905	0.0597391684318173	0.0711497617481226	4.60774508582802e-05	59.0010662071042	0	1	-2.80169589591183e-05	0	0	-0.000638024152046723	13.0661130875267	47.4108015048294	0.0926577764317662	0.118500173583376	0.136519688629477	0.0142723042097063	0.0475327948688224	0.0543904445998614	0.00070628562543116	60.7692497116402	0	1	-0.00128081905212337	0	0	-0.0563093018721201
19	finalLog_goTrials_model043_startVal019_started2016-11-19-T070258	SAM_goTrials_model043_startVal019_exit1_started2016-11-19-T070258	19	679.869808209054	00:54:04.35	1	0.0470831995017879	45.5651942622272	0.140546673022414	0.124473044453397	0.107276551320047	0.0347095008472037	0.0496840170656637	0.0717401499444326	6.81661213759447e-07	58.9373847207783	0	1	-9.27191331190434e-06	0	0	-0.0199874762766974	10.5302686930213	35.5684297092708	0.14543728676182	0.163853165090571	0.159034344605897	0.0966445843210084	0.0205061197181529	0.0791724532896913	0.000102116449185233	27.4717664685381	0	1	-0.00357603895839957	0	0	-0.253119372922403
20	finalLog_goTrials_model043_startVal020_started2016-11-19-T070206	SAM_goTrials_model043_startVal020_exit1_started2016-11-19-T070206	20	682.858901337188	00:45:05.50	1	3.60712603763775	52.8968096072061	0.1540507984736	0.135511001430078	0.121126919156908	0.0526971825912219	0.0709215683533923	0.0860657399450154	9.17331406200651e-06	6.62760062302335	0	1	-0.000277895958501475	0	0	-0.00398678076221826	12.2722283078944	42.9482422517339	0.108702746787197	0.167929367764624	0.170059197478016	0.0609296475870353	0.03584203550594	0.0641979088766641	0.000330706588525153	5.86763055274145	0	1	-0.00175600725367246	0	0	-0.166330669708751
