subject,model,unit,z0,zc,v_1,v_2,v_3,v_4,v_5,v_6,ve_1,ve_2,ve_3,ve_4,ve_5,ve_6,eta,t0,se,si,k,wliw,wlib,wffiw
2,352,go,7.94392997616919,88.0759261499401,0.514792713119894,0.565732898109054,0.480446813114379,0.513378375582189,0.446003487873871,0.414027187347955,0.173712454492026,0.254668932549002,0.251120334305536,0.340226839797043,0.330169404095732,0.4195749121792,0.162938578857467,100.927640119273,0,1,-0.0012285246263348,0,0,0
2,352,stop,1.1312173960767,2.99180154268599,0.033800164140099,,,,,,NaN,,,,,,0.0603395740248045,33.7944812189536,0,1,-0.00116078008170558,0,-0.202826312557371,0
