subject,model,unit,z0_1,z0_2,zc,v_1,v_2,v_3,ve_1,ve_2,ve_3,eta,t0,se,si,k,wliw,wlib,wffiw
1,79,go,13.3838429208767,1.98893931756532,35.1690854435868,0.152464841649166,0.137371471138569,0.11945187424016,0.055183746622349,0.0758009097156875,0.0896489436071521,0.000160611142741818,110.576262704721,0,1,-0.000177920989257643,0,0,-0.366811491469816
1,79,stop,5.14965171026184,,8.00471043480426,0.234682020623833,,,NaN,,,0.052114979463849,22.1439081272448,0,1,-0.00492360883926291,0,-0.517568434660315,NaN
