FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	BestX_17	BestX_18	BestX_19	BestX_20	BestX_21	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16	StartX_17	StartX_18	StartX_19	StartX_20	StartX_21
10	finalLog_stopTrials_model043_startVal010_started2017-04-22-T205316	SAM_stopTrials_model043_startVal010_exit1_started2017-04-22-T205316	10	693.429351699322	02:13:06.55	1	4.46820522594452	12.7139997579054	53.6277991543548	25.1922931703881	0.168247653473879	0.145362149350505	0.47702999353705	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.00401370016967578	82.4909544917183	4.32400064078211	0	1	-0.000711681921474891	-0.00169291796755308	-0.0015295361434613	0	-0.420935972759657	0	4.46820522594452	14.0139881838721	53.6277991543548	25.8906709741135	0.168247653473879	0.145362149350505	0.434616188313799	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.00308134396081813	82.4909544917183	3.09123572061681	0	1	-0.000711681921474891	-0.00194225547522069	-0.0015295361434613	0	-0.424183883168872	0
1	finalLog_stopTrials_model043_startVal001_started2017-04-22-T202109	SAM_stopTrials_model043_startVal001_exit1_started2017-04-22-T202109	1	693.713295512404	02:03:24.64	1	4.46820522594452	24.3414760488268	53.6277991543548	44.3498962796109	0.168247653473879	0.145362149350505	0.799300350074295	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0178848666034597	82.4909544917183	4.33816176352629	0	1	-0.000711681921474891	-0.00190904730626165	-0.0015295361434613	0	-0.472279593201296	0	4.46820522594452	23.897727814515	53.6277991543548	44.3260628285151	0.168247653473879	0.145362149350505	0.79710827554335	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0108044121375435	82.4909544917183	2.63406103340835	0	1	-0.000711681921474891	-0.00176241817511746	-0.0015295361434613	0	-0.437970978352097	0
3	finalLog_stopTrials_model043_startVal003_started2017-04-22-T202854	SAM_stopTrials_model043_startVal003_exit1_started2017-04-22-T202854	3	693.741087265118	02:04:34.84	1	4.46820522594452	8.25389069773773	53.6277991543548	37.4196954366231	0.168247653473879	0.145362149350505	0.795096878736392	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0038389213925507	82.4909544917183	8.11120487731239	0	1	-0.000711681921474891	-0.00264074223712846	-0.0015295361434613	0	-0.347957492207224	0	4.46820522594452	4.51844400636986	53.6277991543548	36.1187859765306	0.168247653473879	0.145362149350505	0.792304961190363	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.00764323154860491	82.4909544917183	11.4812857292912	0	1	-0.000711681921474891	-0.00269750466952288	-0.0015295361434613	0	-0.383482496803849	0
2	finalLog_stopTrials_model043_startVal002_started2017-04-22-T202700	SAM_stopTrials_model043_startVal002_exit1_started2017-04-22-T202700	2	693.960326191511	02:07:31.35	1	4.46820522594452	8.594563062664	53.6277991543548	39.2845482013811	0.168247653473879	0.145362149350505	0.756289602721816	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0159236461113995	82.4909544917183	3.56458137278338	0	1	-0.000711681921474891	-0.0017356805777647	-0.0015295361434613	0	-0.320983865855784	0	4.46820522594452	7.35165834396571	53.6277991543548	38.5645043479862	0.168247653473879	0.145362149350505	0.796299048276964	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0141536952057915	82.4909544917183	4.99001456387266	0	1	-0.000711681921474891	-0.00240662306659889	-0.0015295361434613	0	-0.330369363903781	0
8	finalLog_stopTrials_model043_startVal008_started2017-04-22-T204558	SAM_stopTrials_model043_startVal008_exit1_started2017-04-22-T204558	8	694.384450032344	02:53:36.06	1	4.46820522594452	16.8530776777033	53.6277991543548	24.800762891607	0.168247653473879	0.145362149350505	0.446508619731598	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.019201722176094	82.4909544917183	15.4473493728034	0	1	-0.000711681921474891	-0.00151430116162861	-0.0015295361434613	0	-0.505050445184055	0	4.46820522594452	16.3424972252063	53.6277991543548	24.5708960063289	0.168247653473879	0.145362149350505	0.466803576373822	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0163938033093455	82.4909544917183	16.8651381140145	0	1	-0.000711681921474891	-0.00151789382055287	-0.0015295361434613	0	-0.521440595279607	0
12	finalLog_stopTrials_model043_startVal012_started2017-04-22-T205858	SAM_stopTrials_model043_startVal012_exit1_started2017-04-22-T205858	12	694.674528357948	02:20:53.65	1	4.46820522594452	12.3113120560207	53.6277991543548	33.7671693104854	0.168247653473879	0.145362149350505	0.671989878468051	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0505412365653615	82.4909544917183	9.10984593166468	0	1	-0.000711681921474891	-0.001189201876531	-0.0015295361434613	0	-0.0958537615116674	0	4.46820522594452	11.4575232763091	53.6277991543548	34.4243221064507	0.168247653473879	0.145362149350505	0.638726798330271	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.048391963457425	82.4909544917183	11.6369678225057	0	1	-0.000711681921474891	-0.00140645942297939	-0.0015295361434613	0	-0.109256267145261	0
7	finalLog_stopTrials_model043_startVal007_started2017-04-22-T204251	SAM_stopTrials_model043_startVal007_exit1_started2017-04-22-T204251	7	694.701174164298	02:15:25.56	1	4.46820522594452	6.52160651354872	53.6277991543548	45.0312771209595	0.168247653473879	0.145362149350505	0.799998552326341	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0343838586377572	82.4909544917183	4.15003358548806	0	1	-0.000711681921474891	-3.511254504617e-05	-0.0015295361434613	0	-0.49970554180815	0	4.46820522594452	6.61322097088116	53.6277991543548	44.8626023476457	0.168247653473879	0.145362149350505	0.779095539952895	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0389226802554392	82.4909544917183	5.04311695793377	0	1	-0.000711681921474891	-0.000100545471694764	-0.0015295361434613	0	-0.508961473322475	0
11	finalLog_stopTrials_model043_startVal011_started2017-04-22-T205331	SAM_stopTrials_model043_startVal011_exit1_started2017-04-22-T205331	11	695.203695689001	02:25:43.50	1	4.46820522594452	22.1010380020292	53.6277991543548	27.269075192379	0.168247653473879	0.145362149350505	0.595140656392969	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0282040987399009	82.4909544917183	8.78301186058965	0	1	-0.000711681921474891	-0.00444671474504896	-0.0015295361434613	0	-0.0743259529693598	0	4.46820522594452	22.4621534458575	53.6277991543548	26.551797732173	0.168247653473879	0.145362149350505	0.592674901960933	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0245936507908273	82.4909544917183	5.84731292059137	0	1	-0.000711681921474891	-0.00427418222367997	-0.0015295361434613	0	-0.0666606559818152	0
5	finalLog_stopTrials_model043_startVal005_started2017-04-22-T203056	SAM_stopTrials_model043_startVal005_exit1_started2017-04-22-T203056	5	695.239031947427	01:59:51.77	1	4.46820522594452	24.1366857804923	53.6277991543548	32.0295511667871	0.168247653473879	0.145362149350505	0.710660357243723	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0587682546067564	82.4909544917183	9.35941596910869	0	1	-0.000711681921474891	-0.00474007520424511	-0.0015295361434613	0	-0.202180762207675	0	4.46820522594452	23.629770106818	53.6277991543548	31.0409540179724	0.168247653473879	0.145362149350505	0.718945401418469	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.057683383767416	82.4909544917183	7.70931541695577	0	1	-0.000711681921474891	-0.00454178594917116	-0.0015295361434613	0	-0.216678513041534	0
6	finalLog_stopTrials_model043_startVal006_started2017-04-22-T203601	SAM_stopTrials_model043_startVal006_exit1_started2017-04-22-T203601	6	696.035093348166	02:20:24.29	1	4.46820522594452	19.2699073723128	53.6277991543548	35.6454645574329	0.168247653473879	0.145362149350505	0.714217230514538	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.0494037745198621	82.4909544917183	19.6960085256809	0	1	-0.000711681921474891	-0.00106042352121524	-0.0015295361434613	0	-0.441146618037941	0	4.46820522594452	18.2437963829305	53.6277991543548	35.6984579285758	0.168247653473879	0.145362149350505	0.716775864521321	0.0487650426357626	0.0917307442079865	0.0104076899329933	0.049295166930692	82.4909544917183	15.6900960436276	0	1	-0.000711681921474891	-0.00103031837471231	-0.0015295361434613	0	-0.449284147956347	0
