FileIndex	FileNameLog	FileNameSAM	StartValueIndex	FunctionValue	ElapsedTime	ExitFlag	BestX_ 1	BestX_ 2	BestX_ 3	BestX_ 4	BestX_ 5	BestX_ 6	BestX_ 7	BestX_ 8	BestX_ 9	BestX_10	BestX_11	BestX_12	BestX_13	BestX_14	BestX_15	BestX_16	BestX_17	BestX_18	BestX_19	BestX_20	StartX_ 1	StartX_ 2	StartX_ 3	StartX_ 4	StartX_ 5	StartX_ 6	StartX_ 7	StartX_ 8	StartX_ 9	StartX_10	StartX_11	StartX_12	StartX_13	StartX_14	StartX_15	StartX_16	StartX_17	StartX_18	StartX_19	StartX_20
8	finalLog_stopTrials_model002_startVal008_started2017-03-10-T205046	SAM_stopTrials_model002_startVal008_exit1_started2017-03-10-T205046	8	628.3749369381	07:25:52.61	1	5.14969108133421	4.75253988549259	7.25341700003959	100.670308862708	7.46912292752379	0.453665160086009	0.195964346668929	0.375588840841233	0.0273133870534397	0.0474306653114411	45.0246890357723	17.1655215767445	0	1	-5.16386198393462e-08	-0.00442934005803807	-0.0131446982847132	0	-0.0431867219292136	0	5.14969108133421	4.75253988549259	10.9627206059128	100.670308862708	13.8805561132194	0.453665160086009	0.165144817659047	0.375588840841233	0.0273133870534397	0.0246710934413318	45.0246890357723	23.7916056899459	0	1	-5.16386198393462e-08	-0.00398003489869252	-0.0131446982847132	0	-0.0880183459555364	0
3	finalLog_stopTrials_model002_startVal003_started2017-03-10-T204700	SAM_stopTrials_model002_startVal003_exit1_started2017-03-10-T204700	3	628.414433753321	07:49:00.58	1	5.14969108133421	4.75253988549259	1.88962251511778	100.670308862708	5.18201612558095	0.453665160086009	0.142040213740395	0.375588840841233	0.0273133870534397	0.0335270411149271	45.0246890357723	28.1900544513008	0	1	-5.16386198393462e-08	-0.00576319237725183	-0.0131446982847132	0	-0.0733313629119594	0	5.14969108133421	4.75253988549259	0.479166636006995	100.670308862708	10.8144795840538	0.453665160086009	0.191132895356117	0.375588840841233	0.0273133870534397	0.0234839711149885	45.0246890357723	34.3318526451903	0	1	-5.16386198393462e-08	-0.00588645618796748	-0.0131446982847132	0	-0.0674187710284744	0
1	finalLog_stopTrials_model002_startVal001_started2017-03-10-T204658	SAM_stopTrials_model002_startVal001_exit1_started2017-03-10-T204658	1	634.777092859395	07:56:10.29	1	5.14969108133421	4.75253988549259	3.3214230761871	100.670308862708	4.93235044017911	0.453665160086009	0.0301058946061425	0.375588840841233	0.0273133870534397	0.0349403260665631	45.0246890357723	20.7037094476964	0	1	-5.16386198393462e-08	-0.00506563776775086	-0.0131446982847132	0	-0.227961067119345	0	5.14969108133421	4.75253988549259	5.2536409260888	100.670308862708	5.69743209975946	0.453665160086009	0.0312183813821141	0.375588840841233	0.0273133870534397	0.0304072427720929	45.0246890357723	14.5708918878143	0	1	-5.16386198393462e-08	-0.00396055925995584	-0.0131446982847132	0	-0.410827291885191	0
5	finalLog_stopTrials_model002_startVal005_started2017-03-10-T205049	SAM_stopTrials_model002_startVal005_exit1_started2017-03-10-T205049	5	636.647853239179	06:18:56.79	1	5.14969108133421	4.75253988549259	6.86296111762957	100.670308862708	7.30706902855821	0.453665160086009	0.151434077480546	0.375588840841233	0.0273133870534397	0.0253781563858414	45.0246890357723	29.4801218514922	0	1	-5.16386198393462e-08	-0.00271542221928328	-0.0131446982847132	0	-0.0556601506335109	0	5.14969108133421	4.75253988549259	6.72372198946628	100.670308862708	8.42562136437723	0.453665160086009	0.185377966340775	0.375588840841233	0.0273133870534397	0.0233643332587746	45.0246890357723	29.1821473853049	0	1	-5.16386198393462e-08	-0.00286163487516138	-0.0131446982847132	0	-0.109440494409239	0
2	finalLog_stopTrials_model002_startVal002_started2017-03-10-T204659	SAM_stopTrials_model002_startVal002_exit1_started2017-03-10-T204659	2	651.259572865322	06:02:28.23	1	5.14969108133421	4.75253988549259	1.93264189654068	100.670308862708	5.18705349367482	0.453665160086009	0.028325595650112	0.375588840841233	0.0273133870534397	0.0355159472927843	45.0246890357723	19.7549492695582	0	1	-5.16386198393462e-08	-0.00377869813342759	-0.0131446982847132	0	-0.344265919598307	0	5.14969108133421	4.75253988549259	2.0740662277636	100.670308862708	6.83257609492899	0.453665160086009	0.0666157980650354	0.375588840841233	0.0273133870534397	0.0293423599470712	45.0246890357723	18.4130197735673	0	1	-5.16386198393462e-08	-0.00362068291510108	-0.0131446982847132	0	-0.428853632721252	0
4	finalLog_stopTrials_model002_startVal004_started2017-03-10-T204659	SAM_stopTrials_model002_startVal004_exit1_started2017-03-10-T204659	4	690.699774389281	06:01:06.81	1	5.14969108133421	4.75253988549259	13.2416758874443	100.670308862708	13.6693132810086	0.453665160086009	0.128839921298128	0.375588840841233	0.0273133870534397	0.00129701073808593	45.0246890357723	1.98665610432244	0	1	-5.16386198393462e-08	-0.000923527695460068	-0.0131446982847132	0	-0.1980319727168	0	5.14969108133421	4.75253988549259	9.51659447949317	100.670308862708	14.2601742166331	0.453665160086009	0.130109643577755	0.375588840841233	0.0273133870534397	0.00194013009425438	45.0246890357723	1.39876787318578	0	1	-5.16386198393462e-08	-0.00132959601186254	-0.0131446982847132	0	-0.223115888689175	0
15	finalLog_stopTrials_model002_startVal015_started2017-03-11-T003418	SAM_stopTrials_model002_startVal015_exit1_started2017-03-11-T003418	15	700.483294713901	08:10:03.89	1	5.14969108133421	4.75253988549259	14.3285786686434	100.670308862708	14.5776684542673	0.453665160086009	0.159729462241787	0.375588840841233	0.0273133870534397	0.0156103845391248	45.0246890357723	17.5075868038979	0	1	-5.16386198393462e-08	-0.00116245388901685	-0.0131446982847132	0	-0.434564224052662	0	5.14969108133421	4.75253988549259	14.0514011390444	100.670308862708	16.5994666312215	0.453665160086009	0.166606711037398	0.375588840841233	0.0273133870534397	0.0094907778200756	45.0246890357723	24.5551137026926	0	1	-5.16386198393462e-08	-0.00260849364572876	-0.0131446982847132	0	-0.396821745223332	0
13	finalLog_stopTrials_model002_startVal013_started2017-03-10-T223307	SAM_stopTrials_model002_startVal013_exit1_started2017-03-10-T223307	13	702.313417376937	09:18:54.00	1	5.14969108133421	4.75253988549259	0.49362556562569	100.670308862708	12.7845675173992	0.453665160086009	0.192077857615399	0.375588840841233	0.0273133870534397	0.0466199520764022	45.0246890357723	7.79495045214776	0	1	-5.16386198393462e-08	-0.0023013026346251	-0.0131446982847132	0	-0.114414823205727	0	5.14969108133421	4.75253988549259	0.538897180087425	100.670308862708	16.605894591417	0.453665160086009	0.229156693120803	0.375588840841233	0.0273133870534397	0.0343364958107146	45.0246890357723	10.5826541741666	0	1	-5.16386198393462e-08	-0.00279778645646028	-0.0131446982847132	0	-0.10521660117965	0
14	finalLog_stopTrials_model002_startVal014_started2017-03-10-T224642	SAM_stopTrials_model002_startVal014_exit1_started2017-03-10-T224642	14	709.578469080479	13:16:00.79	1	5.14969108133421	4.75253988549259	19.5000611433054	100.670308862708	19.5252065532486	0.453665160086009	0.240193050528624	0.375588840841233	0.0273133870534397	0.0542238799228281	45.0246890357723	17.3424709632625	0	1	-5.16386198393462e-08	-0.00121995499130888	-0.0131446982847132	0	-0.466846478939876	0	5.14969108133421	4.75253988549259	10.3475187172547	100.670308862708	22.9821005055683	0.453665160086009	0.265597989568925	0.375588840841233	0.0273133870534397	0.0472115787362131	45.0246890357723	22.7047085982075	0	1	-5.16386198393462e-08	-0.000840156937844019	-0.0131446982847132	0	-0.308440784332363	0
6	finalLog_stopTrials_model002_startVal006_started2017-03-10-T205045	SAM_stopTrials_model002_startVal006_exit1_started2017-03-10-T205045	6	715.287629960626	06:51:09.22	1	5.14969108133421	4.75253988549259	12.4963638603083	100.670308862708	12.727952530933	0.453665160086009	0.144595443544994	0.375588840841233	0.0273133870534397	0.00994698479382129	45.0246890357723	3.58098460702208	0	1	-5.16386198393462e-08	-0.00253615733532578	-0.0131446982847132	0	-0.258304605997796	0	5.14969108133421	4.75253988549259	9.43603848993677	100.670308862708	14.2167268463022	0.453665160086009	0.150046747304761	0.375588840841233	0.0273133870534397	0.00968136684000495	45.0246890357723	4.53152018098862	0	1	-5.16386198393462e-08	-0.00332535552167973	-0.0131446982847132	0	-0.270273615039822	0
